STT,Câu hỏi,Trả lời
11,Giải thích khái niệm Big O notation.,"Big O notation là cách biểu diễn độ phức tạp thời gian hoặc không gian của thuật toán theo kích thước đầu vào, mô tả hiệu suất trong trường hợp xấu nhất, ví dụ: O(1) (hằng số), O(n) (tuyến tính), O(n^2) (bình phương)."
12,Các thuật toán sắp xếp phổ biến là gì?,"Các thuật toán sắp xếp phổ biến: Bubble Sort (Sắp xếp nổi bọt), Selection Sort (Sắp xếp chọn), Insertion Sort (Sắp xếp chèn), Merge Sort (Sắp xếp trộn), Quick Sort (Sắp xếp nhanh), Heap Sort (Sắp xếp đống)."
13,Giải thích thuật toán Quick Sort.,"Quick Sort là thuật toán sắp xếp chia để trị, chọn một phần tử làm pivot, phân chia mảng thành hai phần (nhỏ hơn và lớn hơn pivot), sau đó đệ quy sắp xếp các phần. Độ phức tạp trung bình là O(n log n)."
14,Binary Search là gì và cách hoạt động của nó?,"Binary Search là thuật toán tìm kiếm hiệu quả trên mảng đã sắp xếp, chia đôi không gian tìm kiếm mỗi lần so sánh, giảm độ phức tạp xuống O(log n). Nó so sánh giá trị cần tìm với phần tử giữa, sau đó tìm tiếp ở nửa phù hợp."
15,Giải thích cấu trúc dữ liệu Cây (Tree) và các loại cây.,"Cây: Là cấu trúc dữ liệu phân cấp gồm các nút, với một nút gốc và các nút con, được liên kết qua cạnh. Các loại cây: Cây nhị phân: Mỗi nút có tối đa hai con. Cây tìm kiếm nhị phân (BST): Cây nhị phân mà nút con trái nhỏ hơn và nút con phải lớn hơn nút cha. Cây cân bằng (AVL, Red-Black): Tự cân bằng để đảm bảo hiệu suất tìm kiếm. Cây heap: Cây nhị phân mà giá trị nút cha luôn lớn hơn (max heap) hoặc nhỏ hơn (min heap) các nút con."
16,Graph là gì và các cách biểu diễn Graph?,Graph: Là cấu trúc dữ liệu gồm các đỉnh (node) và cạnh (edge) biểu diễn mối quan hệ. Cách biểu diễn: Ma trận kề: Ma trận 2D biểu thị kết nối giữa các đỉnh. Danh sách kề: Mỗi đỉnh lưu danh sách các đỉnh kề của nó. Danh sách cạnh: Lưu tất cả các cạnh của đồ thị.
17,Giải thích thuật toán Dijkstra và ứng dụng của nó.,"Dijkstra là thuật toán tìm đường đi ngắn nhất từ một đỉnh đến tất cả các đỉnh khác trong đồ thị có trọng số không âm, sử dụng hàng đợi ưu tiên. Ứng dụng: Định tuyến mạng, bản đồ GPS, tối ưu hóa giao thông."
18,Dynamic Programming là gì?,"Dynamic Programming là kỹ thuật giải bài toán bằng cách chia nhỏ thành các bài toán con, lưu kết quả của bài toán con (memoization hoặc tabulation) để tránh tính toán lặp lại, ví dụ: bài toán Fibonacci, Knapsack."
19,Giải thích khái niệm Hashing và Hash Table.,"Hashing: Là kỹ thuật ánh xạ dữ liệu vào một giá trị số (hash code) thông qua hàm băm để lưu trữ hoặc truy xuất nhanh. Hash Table: Là cấu trúc dữ liệu sử dụng hàm băm để lưu trữ cặp khóa-giá trị, cho phép truy xuất nhanh với độ phức tạp trung bình O(1)."
20,Database là gì và tại sao nó quan trọng?,"Database: Là tập hợp dữ liệu được tổ chức để lưu trữ, quản lý và truy xuất hiệu quả. Tầm quan trọng: Cho phép lưu trữ dữ liệu bền vững, truy vấn nhanh, đảm bảo tính toàn vẹn và hỗ trợ các ứng dụng quy mô lớn như ngân hàng, thương mại điện tử."
21,Sự khác biệt giữa cơ sở dữ liệu quan hệ và phi quan hệ là gì?,"Cơ sở dữ liệu quan hệ (RDBMS): Lưu trữ dữ liệu trong bảng có cấu trúc với khóa chính và khóa ngoại, sử dụng SQL (ví dụ: MySQL, PostgreSQL). Cơ sở dữ liệu phi quan hệ (NoSQL): Lưu trữ dữ liệu linh hoạt (key-value, document, column, graph), phù hợp với dữ liệu không cấu trúc hoặc quy mô lớn (ví dụ: MongoDB, Cassandra)."
22,Giải thích khái niệm ACID trong cơ sở dữ liệu.,ACID: Là tập hợp thuộc tính đảm bảo giao dịch cơ sở dữ liệu đáng tin cậy: Atomicity (Nguyên tử): Giao dịch hoàn tất hoặc không thực hiện. Consistency (Nhất quán): Dữ liệu luôn ở trạng thái hợp lệ. Isolation (Cô lập): Các giao dịch độc lập với nhau. Durability (Bền vững): Kết quả giao dịch được lưu vĩnh viễn.
23,API là gì và tại sao nó quan trọng?,"API (Application Programming Interface): Là giao diện cho phép các ứng dụng giao tiếp với nhau, trao đổi dữ liệu hoặc dịch vụ. Tầm quan trọng: Tăng tính mô-đun, cho phép tích hợp hệ thống, tái sử dụng mã, và phát triển ứng dụng nhanh hơn."
24,Giải thích kiến trúc Microservices và ưu/nhược điểm của nó.,"Kiến trúc Microservices: Là cách thiết kế ứng dụng dưới dạng các dịch vụ nhỏ, độc lập, giao tiếp qua API. Ưu điểm: Khả năng mở rộng: Mỗi dịch vụ có thể mở rộng độc lập. Linh hoạt và nhanh nhẹn: Cho phép phát triển, triển khai và cập nhật độc lập. Khả năng phục hồi: Lỗi trong một dịch vụ ít ảnh hưởng đến toàn hệ thống. Đa dạng công nghệ: Mỗi dịch vụ có thể sử dụng công nghệ phù hợp. Nhược điểm: Phức tạp: Tăng độ phức tạp trong giao tiếp, triển khai và giám sát. Thách thức hệ thống phân tán: Gặp vấn đề như độ trễ mạng, khám phá dịch vụ, nhất quán cuối cùng. Chi phí vận hành: Yêu cầu công cụ giám sát và quản lý nhiều dịch vụ. Quản lý dữ liệu: Duy trì nhất quán dữ liệu giữa các dịch vụ là thách thức."
25,Thảo luận về nguyên tắc và lợi ích của containerization và container orchestration trong kiến trúc microservices.,"Nguyên tắc và lợi ích của Containerization: Container hóa đóng gói ứng dụng và phụ thuộc vào các container nhẹ, di động, chạy nhất quán trên các môi trường. Container cung cấp tính cô lập, khả năng tái tạo và mở rộng, hỗ trợ CI/CD và cơ sở hạ tầng dưới dạng mã. Nguyên tắc và lợi ích của Container Orchestration: Các nền tảng như Kubernetes tự động hóa quản lý ứng dụng container, bao gồm triển khai, mở rộng và lập lịch. Cung cấp khám phá dịch vụ, cân bằng tải, tự sửa lỗi và cập nhật luân phiên, cải thiện độ tin cậy, mở rộng và giảm phức tạp vận hành."
