STT,Câu hỏi,Trả lời
11,Giải thích phân phối mũ (Exponential Distribution) và nơi nó thường được sử dụng.,"Phân phối mũ mô tả thời gian giữa các sự kiện ngẫu nhiên xảy ra với tốc độ không đổi. Ví dụ, thời gian chờ khách tiếp theo đến cửa hàng hoặc thời gian bóng đèn cháy trước khi hỏng."
12,Mô tả phân phối Poisson và đặc điểm của nó.,"Phân phối Poisson cho biết tần suất xảy ra sự kiện trong khoảng thời gian hoặc không gian nhất định. Dùng khi sự kiện xảy ra với tốc độ ổn định, như số xe qua trạm thu phí trong một giờ. Các điểm chính: Đếm số sự kiện xảy ra. Sự kiện xảy ra với tốc độ không đổi. Mỗi sự kiện độc lập, một sự kiện không ảnh hưởng đến cái khác."
13,Giải thích phân phối t (t-distribution) và mối quan hệ của nó với phân phối chuẩn (normal distribution).,"Phân phối t tương tự phân phối chuẩn, nhưng dùng khi dữ liệu ít và không biết độ phân tán dân số chính xác. Nó rộng hơn và phân tán hơn phân phối chuẩn, nhưng khi dữ liệu nhiều hơn, nó giống phân phối chuẩn hơn."
14,Mô tả phân phối chi-bình phương (chi-squared distribution).,Phân phối chi-bình phương dùng để kiểm tra dữ liệu khớp với mô hình nào đó hoặc xem hai thứ có liên quan. Thường dùng trong kiểm định như kiểm tra xúc xắc công bằng hoặc liên kết giữa tuổi và sở thích bỏ phiếu.
15,"Sự khác biệt giữa kiểm định z (z-test), kiểm định F (F-test) và kiểm định t (t-test) là gì?","Kiểm định z (Z-test): Dùng để so sánh trung bình mẫu với trung bình dân số đã biết và biết độ lệch chuẩn dân số. Thường dùng với mẫu lớn hoặc thông tin tốt về dân số. Kiểm định t (T-test): Tương tự z-test, nhưng dùng khi không biết độ lệch chuẩn dân số. Thường dùng với mẫu nhỏ. Kiểm định F (F-test): Dùng để so sánh độ phân tán (variance) giữa hai hoặc nhiều nhóm. Ví dụ, xem hai phương pháp dạy có dẫn đến kết quả khác nhau ở học sinh không."
16,Định lý giới hạn trung tâm (Central Limit Theorem) là gì và tại sao nó quan trọng trong thống kê?,"Định lý giới hạn trung tâm (CLT) nói rằng nếu lấy nhiều mẫu từ dân số, dù dân số trông thế nào, trung bình của các mẫu sẽ giống phân phối chuẩn (hình chuông) khi kích thước mẫu lớn hơn. Điều này quan trọng vì cho phép dùng quy tắc phân phối chuẩn để dự đoán, ngay cả nếu dân số không chuẩn."
17,"Mô tả quy trình kiểm định giả thuyết (hypothesis testing), bao gồm giả thuyết null và alternative.","Kiểm định giả thuyết giúp quyết định xem một tuyên bố về dân số có đúng dựa trên dữ liệu mẫu. Giả thuyết null (H0): Giả định ""không hiệu quả"", nghĩa là không có gì xảy ra hoặc thay đổi. Giả thuyết alternative (H1): Ngược lại, gợi ý có thay đổi hoặc hiệu quả. Chúng ta thu thập dữ liệu và kiểm tra xem nó hỗ trợ H1 không. Nếu bằng chứng đủ, bác bỏ H0."
18,Bạn tính khoảng tin cậy (confidence interval) như thế nào và nó đại diện cho gì?,"Khoảng tin cậy cho phạm vi giá trị mà chúng ta tin rằng giá trị dân số thực nằm trong đó, dựa trên dữ liệu mẫu. Để tính: Thu thập dữ liệu mẫu, tính trung bình mẫu và sai số biên (mức biến thiên có thể). Khoảng tin cậy là phạm vi quanh trung bình mà giá trị dân số nên nằm, với mức tin cậy nhất định (như 95%)."
19,Giá trị p (p-value) trong thống kê là gì?,"Giá trị p cho biết khả năng chúng ta nhận được dữ liệu như vậy nếu giả thuyết null đúng. Giá trị p nhỏ (dưới 0.05) nghĩa là dữ liệu không chắc dưới H0, vậy có thể bác bỏ H0. Giá trị p lớn nghĩa là dữ liệu phù hợp với H0, không bác bỏ."
20,Giải thích lỗi loại I và loại II trong kiểm định giả thuyết.,"Lỗi loại I (False Positive): Sai lầm bác bỏ giả thuyết null đúng, nghĩ có thay đổi khi không có. Lỗi loại II (False Negative): Không bác bỏ giả thuyết null sai, bỏ lỡ hiệu quả thực."
21,"Mức ý nghĩa (significance level, alpha) trong kiểm định giả thuyết là gì?","Mức ý nghĩa (alpha) là ngưỡng để quyết định bác bỏ giả thuyết null. Nó cho thấy mức rủi ro chấp nhận lỗi loại I (bác bỏ null sai). Thường alpha = 0.05, nghĩa là 5% cơ hội lỗi loại I."
22,Bạn tính hệ số tương quan (correlation coefficient) giữa hai biến như thế nào?,"Hệ số tương quan đo lường mức độ liên quan mạnh giữa hai biến. Để tính: Thu thập dữ liệu cho cả hai biến. Tìm trung bình mỗi biến. Tính hiệp phương sai (covariance) – cách chúng di chuyển cùng nhau. Chia cho tích độ lệch chuẩn để chuẩn hóa. Kết quả từ -1 đến 1: 1 là quan hệ dương hoàn hảo, -1 âm hoàn hảo, 0 không liên quan."
23,Hiệp phương sai (covariance) là gì và nó liên quan đến tương quan như thế nào?,"Hiệp phương sai cho thấy hai biến thay đổi cùng nhau. Nếu cả hai tăng cùng, dương; một tăng một giảm, âm. Nhưng phụ thuộc quy mô biến, khó so sánh. Tương quan chuẩn hóa hiệp phương sai bằng độ lệch chuẩn, dễ diễn giải từ -1 đến 1 cho sức mạnh và hướng quan hệ."
24,Giải thích cách thực hiện kiểm định giả thuyết để so sánh trung bình hai dân số.,"Khi so sánh trung bình hai dân số: 1. Thiết lập giả thuyết: H0: Hai trung bình bằng nhau. H1: Hai trung bình khác. Thu thập dữ liệu từ cả hai. 2. Tính thống kê kiểm định (thường t-test hoặc z-test). 3. So sánh kết quả xem sự khác biệt có ý nghĩa thống kê. 4. Nếu khác biệt đủ lớn, bác bỏ H0."
25,Giải thích phân phối đa biến (multivariate distribution) trong data science.,"Phân phối đa biến liên quan nhiều biến và giúp mô hình hóa tình huống quan tâm đến mối quan hệ giữa các biến. Ví dụ, dự đoán giá nhà dựa trên kích thước, vị trí và tuổi nhà. Nó xem cách các đặc trưng khác nhau hoạt động cùng nhau và ảnh hưởng đến kết quả."
26,Mô tả khái niệm hàm mật độ xác suất có điều kiện (Conditional Probability Density Function - PDF).,"Hàm mật độ xác suất có điều kiện (PDF) mô tả xác suất xảy ra sự kiện khi biết sự kiện khác đã xảy ra. Ví dụ, xác suất một người bị bệnh khi có triệu chứng nhất định. Nó giúp hiểu cách một sự kiện ảnh hưởng đến xác suất sự kiện khác."
27,Hàm phân phối tích lũy (Cumulative Distribution Function - CDF) là gì và nó liên quan đến PDF như thế nào?,"Hàm phân phối tích lũy (CDF) cho xác suất biến ngẫu nhiên liên tục nằm dưới giá trị nhất định. PDF mô tả xác suất trong khoảng, CDF là tích phân của PDF. PDF là đạo hàm của CDF, chúng liên quan qua tích phân và vi phân."
28,ANOVA là gì? Các cách khác nhau để thực hiện kiểm định ANOVA là gì?,"ANOVA (Analysis of Variance) là phương pháp thống kê kiểm tra biến thiên trong tập dữ liệu và xác định sự khác biệt ý nghĩa giữa trung bình nhóm. Dùng để so sánh trung bình nhiều nhóm hoặc phương pháp. Các loại: One-Way ANOVA (một yếu tố), Two-Way ANOVA (hai yếu tố). Khi thực hiện, tính F-statistic và so sánh với giá trị tới hạn hoặc p-value."
29,Sự khác biệt giữa dân số (population) và mẫu (sample) trong thống kê là gì?,"Dân số: Toàn bộ nhóm muốn nghiên cứu. Ví dụ, chiều cao trung bình tất cả học sinh trường, dân số là mọi học sinh. Mẫu: Phần nhỏ của dân số. Vì không thể nghiên cứu tất cả, chọn vài người đại diện. Ví dụ, đo 100 học sinh để ước lượng chiều cao trung bình toàn trường."
30,Các loại học máy (machine learning) khác nhau là gì?,"Học có giám sát (Supervised Learning): Máy được cho dữ liệu có nhãn đúng. Ví dụ, ảnh chó mèo có nhãn, máy học để nhận diện ảnh mới. Học không giám sát (Unsupervised Learning): Dữ liệu không nhãn, máy tự tìm mẫu hoặc nhóm. Ví dụ, nhóm ảnh chó mèo mà không nói trước."
31,Hồi quy tuyến tính (linear regression) là gì và các giả định khác nhau của thuật toán hồi quy tuyến tính là gì?,"Hồi quy tuyến tính là loại học có giám sát tính quan hệ tuyến tính giữa biến dự đoán và phản hồi. Dựa trên phương trình: ŷ = β1 x + β0, với ŷ là biến phụ thuộc, β1 là độ dốc, β0 là giao điểm, x là biến độc lập. Các giả định: Quan hệ tuyến tính (thay đổi x thay đổi y tuyến tính). Phân phối chuẩn (dữ liệu đối xứng quanh mean). Độc lập (đặc trưng không tương quan). Đồng phương sai (variance bằng nhau cho tất cả biến dự đoán)."
32,Hồi quy logistic là kỹ thuật phân loại và tại sao tên nó là hồi quy chứ không phải phân loại logistic?,"Mặc dù hồi quy logistic dùng cho phân loại, nó vẫn giữ cấu trúc hồi quy bên dưới. Ý tưởng chính là mô hình hóa xác suất xảy ra sự kiện (lớp 1 trong phân loại nhị phân) bằng tổ hợp tuyến tính đặc trưng, rồi áp dụng hàm logistic (sigmoid) để biến thành xác suất từ 0 đến 1. Sự biến đổi này làm nó phù hợp cho phân loại, nhưng giữ đặc tính toán học của mô hình hồi quy."
33,Hàm logistic (sigmoid function) trong hồi quy logistic là gì?,"Hàm logistic hoặc sigmoid dùng để dự đoán xác suất trong hồi quy logistic. Nó lấy số thực bất kỳ và ánh xạ thành giá trị từ 0 đến 1, tốt cho kết quả nhị phân như ""có"" hoặc ""không"". Công thức: f(x) = 1 / (1 + e^(-x)). Nếu đầu ra gần 1, dự đoán một lớp; gần 0, lớp kia."
34,Overfitting là gì và làm thế nào để khắc phục?,"Overfitting là khi mô hình khớp quá sát dữ liệu huấn luyện, không tổng quát hóa tốt với dữ liệu mới. Xảy ra khi học nhiễu từ dữ liệu huấn luyện. Để tránh: Chọn đặc trưng (feature selection): Chỉ dùng đặc trưng cần thiết. Xác thực chéo (Cross Validation): Chia dữ liệu thành các lô nhỏ để điều chỉnh mô hình. Chính quy hóa (Regularization): Thêm phạt vào hàm mất mát để giảm overfitting. Mô hình ensemble: Kết hợp kết quả từ nhiều mô hình."
35,Máy vector hỗ trợ (Support Vector Machine - SVM) là gì và các thành phần chính của nó là gì?,"SVM là thuật toán học có giám sát dùng cho hồi quy và phân loại. Mục tiêu tìm siêu phẳng phân tách dữ liệu thành lớp. Dữ liệu mới được phân loại dựa trên siêu phẳng. Hiệu quả với không gian chiều cao và dữ liệu phi tuyến, nhưng dễ overfitting nếu đặc trưng > mẫu. Thành phần chính: Hàm kernel: Ánh xạ dữ liệu vào không gian chiều cao. Siêu phẳng: Ranh giới quyết định phân biệt lớp. Biên (Margin): Khoảng cách giữa vector hỗ trợ và siêu phẳng. C: Tham số chính quy hóa cân bằng biên tối đa và giảm phân loại sai."
36,Giải thích thuật toán k-nearest neighbors (KNN).,"Thuật toán KNN là học có giám sát đơn giản cho phân loại và hồi quy. Nó dự đoán bằng cách nhớ dữ liệu thay vì xây mô hình. Gọi là ""học lười"" hoặc dựa trên bộ nhớ. KNN dựa trên nguyên tắc điểm dữ liệu tương tự thuộc cùng lớp hoặc có giá trị mục tiêu tương tự. Trong huấn luyện, lưu toàn bộ dữ liệu. Để dự đoán, tính khoảng cách đến tất cả điểm huấn luyện (thường Euclidean hoặc Manhattan), chọn k điểm gần nhất và lấy đa số phiếu (phân loại) hoặc trung bình (hồi quy). Chọn k phù hợp quan trọng: k nhỏ nhiễu, k lớn làm mịn biên quyết định. Cần chuẩn hóa đặc trưng."
37,Thuật toán Naïve Bayes là gì và các giả định khác nhau của Naïve Bayes là gì?,"Naïve Bayes là thuật toán phân loại xác suất dựa trên định lý Bayes với giả định ""naïve"" rằng đặc trưng độc lập trong mỗi lớp. Thường dùng cho phân loại nhị phân và đa lớp, đặc biệt khi cần đơn giản, nhanh. Giả định: Độc lập đặc trưng – đặc trưng có điều kiện độc lập, sự hiện diện một không ảnh hưởng cái khác. Bình đẳng – đặc trưng bằng nhau về tầm quan trọng. Chuẩn – phân phối đặc trưng là chuẩn, dữ liệu phân bố đều quanh mean."
38,Cây quyết định (Decision Trees) là gì và chúng hoạt động như thế nào?,"Cây quyết định là thuật toán học máy phổ biến cho phân loại và hồi quy. Chúng tạo cấu trúc cây quyết định dựa trên đặc trưng đầu vào để dự đoán. Gồm nút và cạnh: Bắt đầu từ nút gốc, phân nhánh thành nút nội bộ đại diện đặc trưng với quy tắc quyết định chia dữ liệu thành tập con. Cạnh kết nối nút chỉ quyết định hoặc kết quả. Nút lá đại diện dự đoán cuối. Mục tiêu tăng tính đồng nhất dữ liệu, đo bằng MSE (hồi quy) hoặc Gini impurity (phân loại). Có thể xử lý nhiều loại thuộc tính và nắm bắt quan hệ phức tạp, nhưng dễ overfitting nếu sâu. Giảm bằng cắt tỉa hoặc giới hạn độ sâu."
39,Giải thích khái niệm Entropy và Information Gain trong cây quyết định.,"Entropy là đo lường độ hỗn loạn hoặc không chắc chắn dữ liệu. Nếu tất cả thuộc cùng lớp, entropy thấp; nếu phân tán nhiều lớp, cao. Công thức: H(S) = -∑(pi log2(pi)), pi là xác suất mỗi lớp. Information Gain cho biết giảm không chắc chắn sau khi chia bằng đặc trưng. Cao hơn nghĩa là đặc trưng giúp tổ chức dữ liệu tốt hơn. Là sự khác biệt entropy trước và sau chia. Công thức: IG = H(S) - ∑("
40,Sự khác biệt giữa mô hình Bagging và Boosting là gì?,"Bagging và Boosting là kỹ thuật ensemble cải thiện độ chính xác bằng cách kết hợp nhiều mô hình, nhưng khác cách hoạt động. Bagging: Huấn luyện nhiều mô hình độc lập trên phần ngẫu nhiên dữ liệu, kết hợp dự đoán bằng trung bình hoặc phiếu. Ví dụ: Random Forest. Boosting: Huấn luyện mô hình tuần tự, mỗi cái sửa lỗi trước, kết hợp với trọng số cao hơn cho mô hình tốt. Ví dụ: AdaBoost, Gradient Boosting."
41,Mô tả Random Forests và lợi thế của chúng so với Cây quyết định đơn lẻ.,"Random Forests là kỹ thuật ensemble kết hợp nhiều cây quyết định để cải thiện độ chính xác và giảm overfitting. Lợi thế so với cây đơn: Tổng quát hóa tốt hơn: Cây đơn dễ overfitting, Random Forests trung bình dự đoán từ nhiều cây, tổng quát tốt hơn trên dữ liệu mới. Xử lý dữ liệu chiều cao tốt: Chọn tập con đặc trưng ngẫu nhiên cho mỗi cây, cải thiện khi có nhiều đặc trưng không liên quan. Bền vững với ngoại lai: Kết hợp dự đoán từ nhiều cây xử lý trường hợp cực đoan tốt hơn."
42,K-Means là gì và nó hoạt động như thế nào?,"K-Means là thuật toán học không giám sát dùng cho phân cụm, nhóm điểm dữ liệu tương tự. Nhắm chia dữ liệu thành K cụm, mỗi cụm đại diện nhóm điểm gần nhau theo đo lường tương tự. Cách hoạt động: Chọn K (số cụm). Gán mỗi điểm đến cụm gần nhất với tâm (centroid). Tính lại tâm dựa trên gán hiện tại. Lặp lại đến khi ổn định."
43,Ma trận nhầm lẫn (Confusion Matrix) là gì? Giải thích với ví dụ.,"Ma trận nhầm lẫn là bảng đánh giá hiệu suất mô hình phân loại bằng cách so sánh dự đoán với nhãn thực. Cung cấp thông tin cho độ chính xác, precision, recall. Ví dụ ma trận ung thư: Hàng: Thực ung thư / Không ung thư. Cột: Dự đoán ung thư / Không. TP: Đúng dương (dự đoán ung thư đúng). FP: Sai dương. FN: Sai âm. TN: Đúng âm."
44,Báo cáo phân loại (Classification Report) là gì và giải thích các tham số dùng để diễn giải kết quả nhiệm vụ phân loại với ví dụ.,"Báo cáo phân loại tóm tắt hiệu suất mô hình phân loại, cung cấp metrics đánh giá chất lượng dự đoán. Tham số: Precision: Tỷ lệ TP / (TP + FP), độ chính xác dự đoán dương. Recall: TP / (TP + FN), khả năng xác định tất cả dương thực. Accuracy: (TP + TN) / Tổng, độ đúng tổng thể. F1-Score: 2 * (Precision * Recall) / (Precision + Recall), cân bằng precision và recall, hữu ích với dữ liệu mất cân bằng."
45,Chính quy hóa (Regularization) trong học máy là gì? Nêu sự khác biệt giữa L1 và L2 regularization.,"Chính quy hóa là kỹ thuật ngăn mô hình quá phức tạp và overfitting bằng cách thêm phạt vào hàm chi phí, giữ mô hình đơn giản hơn, hiệu suất tốt hơn trên dữ liệu mới. L1 (Lasso): Thêm giá trị tuyệt đối hệ số vào chi phí, khuyến khích thưa thớt, đặt một số trọng số = 0, hữu ích chọn đặc trưng. L2 (Ridge): Thêm bình phương hệ số, giảm kích thước tất cả hệ số nhưng không = 0, giữ tất cả đặc trưng nhưng ít ảnh hưởng hơn."
46,Giải thích khái niệm đánh đổi bias-variance trong học máy.,"Đánh đổi bias-variance là khái niệm chính trong học máy, cân bằng hai nguồn lỗi: bias và variance để chọn mô hình tốt. Bias: Sai lệch do mô hình không dự đoán đúng giá trị thực (underfitting). Variance: Biến thiên hiệu suất khi huấn luyện trên tập con khác (overfitting). Mục tiêu: Mô hình bias thấp (fit dữ liệu tốt) và variance thấp (không thay đổi nhiều với dữ liệu khác). Bias cao: Underfitting. Variance cao: Overfitting. Đánh đổi tìm cân bằng tốt nhất."
47,Naïve Bayes xử lý đặc trưng phân loại và liên tục như thế nào?,"Naïve Bayes tính xác suất lớp dựa trên đặc trưng, giả định độc lập. Với đặc trưng phân loại (màu sắc, có/không): Xem tần suất mỗi loại trong lớp để tính xác suất. Với đặc trưng liên tục (chiều cao, cân nặng): Giả định phân phối chuẩn, dùng mean và độ lệch chuẩn của lớp để tính xác suất. Chọn lớp có xác suất cao nhất cho dữ liệu mới."
48,Laplace smoothing (add-one smoothing) là gì và tại sao dùng trong Naïve Bayes?,"Trong Naïve Bayes, xác suất có điều kiện P(sự kiện"
49,Tập dữ liệu mất cân bằng (imbalanced datasets) là gì và cách xử lý chúng?,"Tập dữ liệu mất cân bằng là khi phân bố nhãn lớp lệch, một lớp có nhiều instance hơn. Mô hình thiên vị lớp đa số, hiệu suất kém lớp thiểu số. Cách xử lý: Resampling: Up-sampling (tăng lớp thiểu bằng lấy mẫu không thay thế hoặc tổng hợp). Down-sampling (giảm lớp đa số). Ensemble: Bagging (Random Forest giảm tác động mất cân bằng). Boosting (AdaBoost, XGBoost ưu tiên lớp thiểu bị sai)."
50,Ngoại lai (outliers) trong tập dữ liệu là gì và cách phát hiện và loại bỏ chúng?,"Ngoại lai là điểm dữ liệu khác biệt đáng kể so với các điểm khác, thường ở cực phân phối. Phát hiện: Kiểm tra hình ảnh (scatter plot, box plot). Thống kê (khoảng cách từ mean/median). Z-score (cao quá là ngoại lai). Loại bỏ: Thủ công, biến đổi (log, square root), thay thế (mean, median, mode)."
51,Lời nguyền chiều (curse of dimensionality) là gì và cách khắc phục?,"Khi dữ liệu có chiều cao (nhiều đặc trưng), gặp vấn đề: Chi phí tính toán cao, dữ liệu thưa (điểm xa nhau), khó hình dung và overfitting. Khắc phục: Chọn đặc trưng (loại bỏ không cần). Kỹ thuật đặc trưng (kết hợp đặc trưng giảm số lượng). Giảm chiều (PCA, t-SNE). Chính quy hóa (L1, L2 quyết định tác động đặc trưng)."
52,Mô tả gradient descent và vai trò của nó trong tối ưu hóa mô hình học máy.,Gradient descent là thuật toán tối ưu hóa giảm hàm chi phí bằng cách điều chỉnh tham số lặp lại. Vai trò: Giảm chi phí (tìm tham số tốt nhất). Hội tụ (lặp đến tiêu chí dừng). Tổng quát hóa (mô hình tốt trên dữ liệu mới).
53,Thuật toán random forest xử lý chọn đặc trưng như thế nào?,"Random Forest xử lý chọn đặc trưng: Khi tạo cây, gán tập con đặc trưng ngẫu nhiên cho mỗi cây (feature bagging), tạo đa dạng. Sau huấn luyện, gán điểm quan trọng dựa trên giảm lỗi mô hình. Xếp hạng đặc trưng theo điểm, cao hơn nghĩa là ảnh hưởng lớn hơn đến dự đoán."
54,Kỹ thuật đặc trưng (Feature Engineering) là gì? Giải thích các phương pháp kỹ thuật đặc trưng khác nhau.,"Kỹ thuật đặc trưng là tiền xử lý dữ liệu để phân tích tốt hơn, bao gồm chọn, biến đổi, xóa đặc trưng phù hợp vấn đề. Lợi ích: Cải thiện hiệu suất mô hình, diễn giải dữ liệu, giảm chi phí tính toán, phát hiện mẫu ẩn. Phương pháp: PCA (giảm chiều bằng thành phần chính). Mã hóa (chuyển dữ liệu thành số có ý nghĩa: One-Hot cho nominal, Label cho ordinal). Biến đổi đặc trưng (tạo cột mới bằng kết hợp hoặc sửa đổi)."
55,Chúng ta xử lý giá trị văn bản phân loại trong học máy như thế nào?,"Dữ liệu văn bản phân loại (nam/nữ, hạng 1/2/3) chia thành: Nominal (không thứ tự, ví dụ nam/nữ): One-Hot encoding thành chuỗi nhị phân. Ordinal (có thứ tự): Label encoding, chuyển số dựa trên thứ tự."
56,DBSCAN là gì và chúng ta sử dụng nó như thế nào?,"DBSCAN (Density-Based Spatial Clustering of Applications with Noise) là thuật toán phân cụm dựa mật độ, nhóm điểm gần nhau ở vùng mật độ cao, đánh dấu điểm thấp mật độ là ngoại lai. Cách: Tính khoảng cách mỗi điểm đến tất cả. Xác định vùng mật độ bằng lõi điểm trong ngưỡng eps. Hình thành cụm bằng cách nhóm điểm đạt mật độ từ nhau."
57,Thuật toán EM (Expectation-Maximization) hoạt động như thế nào trong phân cụm?,"EM là cách tiếp cận xác suất cho phân cụm với mô hình hỗn hợp, khi không biết gán cụm thực và có không chắc chắn. Cách: Chỉ định K cụm. Bước E: Tính khả năng điểm thuộc mỗi cụm. Bước M: Cập nhật tham số mô hình. Lặp đến hội tụ (so log-likelihood hoặc tham số)."
58,Giải thích khái niệm điểm silhouette trong đánh giá phân cụm.,"Điểm silhouette đánh giá chất lượng cụm. Tính: (a) Khoảng cách trung bình điểm đến điểm cùng cụm. (b) Khoảng cách trung bình đến cụm lân cận gần nhất. Hệ số S = (b - a) / max(a, b). S gần 1: Điểm tốt trong cụm. Gần 0: Gần biên. Âm: Gần cụm khác hơn cụm mình."
