STT,Câu hỏi,Trả lời
11,11. Điều gì sẽ xảy ra nếu chúng ta không khai báo main là static?,"Chúng ta có thể khai báo phương thức main mà không sử dụng static và không gặp bất kỳ lỗi nào. Tuy nhiên, phương thức main sẽ không được coi là điểm bắt đầu của ứng dụng hoặc chương trình."
12,12. Các gói (Packages) trong Java là gì?,"Các gói trong Java có thể được định nghĩa là việc nhóm các loại lớp, giao diện liên quan, v.v., cung cấp quyền truy cập bảo vệ và quản lý không gian tên."
13,13. Tại sao các gói (Packages) được sử dụng?,"Các gói được sử dụng trong Java để ngăn chặn xung đột tên, kiểm soát quyền truy cập, và làm cho việc tìm kiếm/định vị và sử dụng các lớp, giao diện, v.v. trở nên dễ dàng hơn."
14,14. Những lợi ích của Packages trong Java là gì?,Có nhiều ưu điểm khi định nghĩa các gói (packages) trong Java. Các gói giúp tránh xung đột tên. Gói cung cấp khả năng kiểm soát truy cập dễ dàng hơn. Chúng ta cũng có thể có các lớp ẩn không hiển thị ra bên ngoài và được sử dụng bởi gói. Việc xác định các lớp liên quan trở nên dễ dàng hơn.
15,15. Có bao nhiêu loại gói (package) trong Java?,"Có hai loại gói trong Java:  
Gói do người dùng định nghĩa  
Gói tích hợp sẵn"
16,16. Giải thích các kiểu dữ liệu khác nhau trong Java.,"Có 2 loại kiểu dữ liệu trong Java như được đề cập dưới đây: Kiểu dữ liệu nguyên thủy (Primitive Data Type) và Kiểu dữ liệu không nguyên thủy hoặc kiểu dữ liệu đối tượng (Non-Primitive Data Type or Object Data Type).

**Kiểu dữ liệu nguyên thủy (Primitive Data Type):**  
Kiểu dữ liệu nguyên thủy là các giá trị đơn lẻ không có khả năng đặc biệt. Có 8 kiểu dữ liệu nguyên thủy:  
- **boolean:** lưu giá trị true hoặc false  
- **byte:** lưu một số nguyên 8-bit có dấu theo dạng bù hai  
- **char:** lưu một ký tự Unicode 16-bit đơn lẻ  
- **short:** lưu một số nguyên 16-bit có dấu theo dạng bù hai  
- **int:** lưu một số nguyên 32-bit có dấu theo dạng bù hai  
- **long:** lưu một số nguyên 64-bit theo dạng bù hai  
- **float:** lưu một số dấu phẩy động 32-bit theo chuẩn IEEE 754 đơn chính xác  
- **double:** lưu một số dấu phẩy động 64-bit theo chuẩn IEEE 754 kép chính xác  

**Kiểu dữ liệu không nguyên thủy (Non-Primitive Data Type):**  
Kiểu dữ liệu tham chiếu (Reference Data Type) sẽ chứa địa chỉ bộ nhớ của giá trị biến vì nó không thể trực tiếp lưu giá trị trong bộ nhớ. Các loại kiểu dữ liệu không nguyên thủy được đề cập dưới đây:  
- **Strings**  
- **Array**  
- **Class**  
- **Object**  
- **Interface**"
17,17. Khi nào kiểu dữ liệu byte được sử dụng?,Một byte là một số nguyên có dấu 8-bit theo chuẩn bù hai. Giá trị nhỏ nhất được hỗ trợ bởi byte là -128 và giá trị lớn nhất là 127. Nó được sử dụng trong các trường hợp cần tiết kiệm bộ nhớ và giới hạn của các số cần thiết nằm trong khoảng từ -128 đến 127.
18,18. Chúng ta có thể khai báo Con trỏ trong Java không?,"Không, Java không hỗ trợ con trỏ. Vì Java cần phải an toàn hơn nên tính năng của con trỏ không được cung cấp trong Java."
19,19. Giá trị mặc định của kiểu dữ liệu byte trong Java là gì?,Giá trị mặc định của kiểu dữ liệu byte trong Java là 0.
20,20. Giá trị mặc định của kiểu dữ liệu float và double trong Java là gì?,Giá trị mặc định của float là 0.0f và của double là 0.0d trong Java.
21,21. Lớp Wrapper trong Java là gì?,"Wrapper, nói chung, được hiểu là một thực thể lớn hơn bao bọc một thực thể nhỏ hơn. Trong Java, lớp wrapper là một lớp đối tượng bao bọc các kiểu dữ liệu nguyên thủy. Các kiểu dữ liệu nguyên thủy là những kiểu dữ liệu cơ bản từ đó có thể tạo ra các kiểu dữ liệu khác. Ví dụ, số nguyên (integer) có thể dẫn đến việc tạo ra kiểu long, byte, short, v.v. Ngược lại, chuỗi (string) không thể, do đó nó không phải là kiểu dữ liệu nguyên thủy. Quay lại lớp wrapper, Java chứa 8 lớp wrapper. Chúng bao gồm Boolean, Byte, Short, Integer, Character, Long, Float, và Double. Ngoài ra, các lớp wrapper tùy chỉnh cũng có thể được tạo trong Java, tương tự như khái niệm Structure trong ngôn ngữ lập trình C. Chúng ta có thể tự tạo lớp wrapper với các kiểu dữ liệu cần thiết."
22,22. Tại sao chúng ta cần các lớp bao bọc (wrapper classes)?,"Lớp bao bọc là một lớp đối tượng dùng để đóng gói các kiểu dữ liệu nguyên thủy, và chúng ta cần sử dụng chúng vì các lý do sau: Các lớp bao bọc là final và bất biếnCung cấp các phương thức như valueOf(), parseInt(), v.v.Nó cung cấp tính năng tự động đóng gói (autoboxing) và giải đóng gói (unboxing)."
23,24. Các giá trị mặc định được gán cho biến và thể hiện trong Java là gì?,"Trong Java, khi chúng ta chưa khởi tạo các biến instance thì trình biên dịch sẽ khởi tạo chúng với các giá trị mặc định. Các giá trị mặc định cho các instance và biến phụ thuộc vào kiểu dữ liệu của chúng. Một số kiểu dữ liệu mặc định phổ biến là: Giá trị mặc định cho các kiểu số (byte, short, int, long, float, và double) là 0. Giá trị mặc định cho kiểu boolean là false. Giá trị mặc định cho các kiểu đối tượng (lớp, giao diện, và mảng) là null. Ký tự null, ""u0000"", là giá trị mặc định cho kiểu char. Ví dụ: Kết quả:"
24,25. Biến lớp là gì?,"Trong Java, biến lớp (còn được gọi là biến tĩnh) là một biến được khai báo bên trong một lớp nhưng nằm ngoài bất kỳ phương thức, constructor, hoặc khối nào. Biến lớp được khai báo với từ khóa static và được chia sẻ bởi tất cả các instance (đối tượng) của lớp cũng như bởi chính lớp đó. Dù có bao nhiêu đối tượng được tạo ra từ một lớp, mỗi biến lớp chỉ tồn tại một lần duy nhất. Ví dụ: OutputSố lượng đối tượng được tạo là 3"
25,26. Giá trị mặc định được lưu trữ trong Biến Cục bộ là gì?,"Không có giá trị mặc định được lưu trữ với các biến cục bộ. Ngoài ra, các biến nguyên thủy và đối tượng không có bất kỳ giá trị mặc định nào."
26,27. Giải thích sự khác biệt giữa biến instance và biến class.,"Biến thể hiện: Một biến lớp không có từ khóa tĩnh (static) được gọi là biến thể hiện. Nó là duy nhất đối với mỗi đối tượng (thể hiện) của lớp và không được chia sẻ giữa các thể hiện. Ví dụ: OutputName John  
Biến lớp: Biến lớp có thể được khai báo ở bất kỳ đâu ở mức lớp bằng cách sử dụng từ khóa static. Các biến này chỉ có thể có một giá trị khi áp dụng cho nhiều đối tượng. Các biến này có thể được chia sẻ bởi tất cả các thành viên của lớp vì chúng không liên kết với bất kỳ đối tượng cụ thể nào của lớp. Ví dụ: OutputArea of circle: 78.53975"
27,28. Biến tĩnh là gì?,"Từ khóa static được sử dụng để chia sẻ cùng một biến hoặc phương thức của một lớp nhất định. Các biến static là các biến mà sau khi được khai báo, một bản sao duy nhất của biến sẽ được tạo ra và được chia sẻ giữa tất cả các đối tượng ở cấp độ lớp."
28,"29. Sự khác biệt giữa System.out, System.err và System.in là gì?","System.out - Đây là một PrintStream được sử dụng để ghi các ký tự hoặc có thể nói là nó có thể xuất dữ liệu mà chúng ta muốn ghi trên giao diện dòng lệnh console/terminal. Ví dụ: System.err - Được sử dụng để hiển thị thông báo lỗi. Ví dụ: Output: Mặc dù System.err có nhiều điểm tương đồng, cả hai cũng có khá nhiều điểm khác biệt, hãy cùng kiểm tra chúng. System.in - Đây là một InputStream được sử dụng để đọc đầu vào từ cửa sổ terminal. Chúng ta không thể sử dụng System.in trực tiếp, vì vậy chúng ta sử dụng lớp Scanner để lấy đầu vào với System.in. Ví dụ: Output:"
29,30. Bạn hiểu gì về luồng IO?,"Java mang đến nhiều luồng (Streams) với gói I/O của nó, giúp người dùng thực hiện tất cả các thao tác nhập-xuất. Các luồng này hỗ trợ tất cả các loại đối tượng, kiểu dữ liệu, ký tự, tệp, v.v. để thực hiện đầy đủ các thao tác I/O."
30,31. Sự khác biệt giữa hệ thống phân cấp lớp Reader/Writer và hệ thống phân cấp lớp InputStream/OutputStream là gì?,"Sự khác biệt chính giữa chúng là dữ liệu luồng byte được đọc và ghi bởi các lớp luồng nhập/xuất. Các ký tự được xử lý bởi các lớp Reader và Writer. Trái ngược với các lớp Reader/Writer, vốn chấp nhận mảng ký tự làm tham số, các phương thức của lớp luồng nhập/xuất chấp nhận mảng byte. So với các luồng nhập/xuất, các lớp Reader/Writer hiệu quả hơn, xử lý tất cả các ký tự Unicode và hữu ích cho việc nội địa hóa. Sử dụng các lớp Reader/Writer thay vì dữ liệu nhị phân, chẳng hạn như hình ảnh, trừ khi bạn cần làm như vậy. Ví dụ: Output-32 79 -48 32 -22"
31,32. Các lớp siêu cấp nhất cho tất cả các luồng là gì?,"Tất cả các lớp luồng có thể được chia thành hai loại lớp là các lớp ByteStream và các lớp CharacterStream. Các lớp ByteStream được chia nhỏ thành các lớp InputStream và OutputStream. Các lớp CharacterStream cũng được chia thành các lớp Reader và Writer. Lớp siêu nhất cho tất cả các lớp InputStream là java.io.InputStream và cho tất cả các lớp OutputStream là java.io.OutputStream. Tương tự, đối với tất cả các lớp Reader, lớp siêu nhất là java.io.Reader, và đối với tất cả các lớp Writer, lớp siêu nhất là java.io.Writer."
32,33. FileInputStream và FileOutputStream là gì?,"Để đọc và ghi dữ liệu, Java cung cấp các luồng I/O (I/O Streams). Một luồng (Stream) đại diện cho một nguồn đầu vào hoặc một điểm đến đầu ra, có thể là một tệp, một thiết bị I/O, một chương trình khác, v.v. FileInputStream trong Java được sử dụng để đọc dữ liệu từ một tệp dưới dạng luồng các byte. Nó chủ yếu được sử dụng để đọc dữ liệu nhị phân như hình ảnh, tệp âm thanh hoặc các đối tượng được tuần tự hóa. Ví dụ: Trong Java, hàm FileOutputStream được sử dụng để ghi dữ liệu từng byte một vào một tệp hoặc bộ mô tả tệp. Thông thường, dữ liệu thô dạng byte, chẳng hạn như hình ảnh, được ghi vào tệp bằng FileOutputStream. Ví dụ:"
33,34. Mục đích của việc sử dụng các lớp BufferedInputStream và BufferedOutputStream là gì?,"Khi chúng ta làm việc với các tệp hoặc luồng, để tăng hiệu suất Nhập/Xuất của chương trình, chúng ta cần sử dụng các lớp BufferedInputStream và BufferedOutputStream. Cả hai lớp này cung cấp khả năng đệm, nghĩa là dữ liệu sẽ được lưu trữ trong một bộ đệm trước khi ghi vào tệp hoặc đọc từ luồng. Điều này cũng làm giảm số lần hệ điều hành của chúng ta cần tương tác với mạng hoặc đĩa. Việc sử dụng bộ đệm cho phép các chương trình ghi một lượng lớn dữ liệu thay vì ghi từng phần nhỏ. Điều này cũng giảm bớt chi phí truy cập mạng hoặc đĩa."
34,35. Bộ lọc luồng (FilterStreams) là gì?,"Bộ lọc luồng hoặc Filter Streams trả về một luồng bao gồm các phần tử của luồng này phù hợp với điều kiện được đưa ra. Khi sử dụng filter(), nó không thực hiện việc lọc ngay lập tức mà thay vào đó tạo ra một luồng mới, khi được duyệt qua, sẽ chứa các phần tử của luồng ban đầu phù hợp với điều kiện được đưa ra. Ví dụ:"
35,36. Bộ lọc I/O là gì?,"Bộ lọc I/O, còn được gọi là bộ lọc Input Output, là một đối tượng đọc từ một luồng và ghi dữ liệu vào các nguồn đầu vào và đầu ra. Nó sử dụng gói java.io để sử dụng bộ lọc này."
36,37. Có bao nhiêu cách để bạn có thể lấy đầu vào từ bảng điều khiển?,"Có hai phương pháp để nhận đầu vào từ console trong Java được đề cập dưới đây:  
Sử dụng đối số dòng lệnh  
Sử dụng lớp BufferedReader  
Sử dụng lớp Console  
Sử dụng lớp Scanner  

Chương trình minh họa việc sử dụng từng phương pháp được đưa ra dưới đây.  
Ví dụ:  
Đầu ra null  
Đầu ra:"
37,"38. Sự khác biệt trong việc sử dụng print, println và printf.","print, println, và printf đều được sử dụng để in các phần tử, nhưng print in tất cả các phần tử và con trỏ vẫn ở cùng một dòng. println chuyển con trỏ sang dòng tiếp theo. Và với printf, chúng ta có thể sử dụng các định danh định dạng."
38,39. Các toán tử là gì?,Toán tử là các loại ký hiệu đặc biệt được sử dụng để thực hiện một số thao tác trên các biến và giá trị.
39,40. Có bao nhiêu loại toán tử có sẵn trong Java?,"Tất cả các loại toán tử trong Java được liệt kê dưới đây: Toán tử số học, Toán tử đơn, Toán tử gán, Toán tử quan hệ, Toán tử logic, Toán tử ba ngôi, Toán tử bitwise, Toán tử dịch chuyển, toán tử instanceof. Toán tử hậu tố được coi là có mức độ ưu tiên cao nhất theo thứ tự ưu tiên toán tử trong Java."
40,41. Giải thích sự khác biệt giữa toán tử >> và >>>.,"Các toán tử như >> và >>> có vẻ giống nhau nhưng hoạt động hơi khác biệt. Toán tử >> dịch chuyển các bit dấu, còn toán tử >>> được sử dụng để dịch chuyển các bit được điền bằng số 0. Ví dụ: Kết quả -8 2147483639"
41,42. Toán tử nào trong Java có tính kết hợp phải?,Chỉ có một toán tử duy nhất là toán tử = có tính kết hợp phải.
42,43. Toán tử dấu chấm là gì?,Toán tử chấm trong Java được sử dụng để truy cập các biến thể hiện và phương thức của các đối tượng lớp. Nó cũng được sử dụng để truy cập các lớp và các gói con từ gói.
43,44. Kiểu trả về đồng biến là gì?,"Kiểu trả về đồng biến (covariant return type) chỉ rõ rằng kiểu trả về có thể thay đổi theo cùng hướng với lớp con. Có thể có các kiểu trả về khác nhau cho một phương thức ghi đè trong lớp con, nhưng kiểu trả về của lớp con phải là một kiểu con của kiểu trả về của lớp cha, và do đó, phương thức ghi đè trở nên biến đổi theo kiểu trả về. Chúng ta sử dụng kiểu trả về đồng biến vì các lý do sau: Tránh các ép kiểu gây nhầm lẫn trong hệ thống phân cấp lớp và làm cho mã dễ đọc, dễ sử dụng và dễ bảo trì. Cung cấp sự tự do để có các kiểu trả về cụ thể hơn khi ghi đè phương thức. Giúp ngăn chặn các ngoại lệ ClassCastException xảy ra trong thời gian chạy đối với giá trị trả về."
44,45. Từ khóa transient là gì?,"Từ khóa transient được sử dụng trong quá trình tuần tự hóa (serialization) nếu chúng ta không muốn lưu giá trị của một biến cụ thể vào tệp. Khi JVM gặp từ khóa transient, nó sẽ bỏ qua giá trị gốc của biến và lưu giá trị mặc định của kiểu dữ liệu của biến đó."
45,46. Sự khác biệt giữa các phương thức sleep() và wait() là gì?,"Chuỗi (String) là bất biến (immutable), khiến nó không hiệu quả trong các tình huống yêu cầu cập nhật thường xuyên. Thay vào đó, chúng ta có thể sử dụng StringBuilder hoặc StringBuffer. Nếu cần đảm bảo an toàn luồng (thread safety) với các thao tác đồng bộ (synchronized operations), nên sử dụng StringBuffer. Tuy nhiên, nếu hiệu suất là ưu tiên trong ngữ cảnh đơn luồng (single-threaded), StringBuilder là lựa chọn tốt hơn vì nó nhanh hơn và không phải chịu chi phí đồng bộ hóa. Lớp StringBuffer trong Java được sử dụng để biểu diễn một chuỗi ký tự có thể thay đổi (changeable). Nó cung cấp một giải pháp thay thế cho lớp String bất biến bằng cách cho phép bạn thay đổi nội dung của chuỗi mà không cần tạo các đối tượng mới liên tục. Các chuỗi có thể thay đổi (mutable) được tạo ra với sự hỗ trợ của lớp StringBuffer. Lớp StringBuffer trong Java tương tự như lớp String, ngoại trừ việc nó có thể thay đổi."
46,47. Sự khác biệt giữa String và StringBuffer là gì?,"Chuỗi (String) là bất biến (immutable), khiến nó không hiệu quả trong các tình huống yêu cầu cập nhật thường xuyên. Thay vào đó, chúng ta có thể sử dụng StringBuilder hoặc StringBuffer. Nếu cần đảm bảo an toàn luồng (thread safety) với các thao tác đồng bộ (synchronized operations), StringBuffer nên được sử dụng. Tuy nhiên, nếu hiệu suất là ưu tiên trong ngữ cảnh đơn luồng (single-threaded), StringBuilder là lựa chọn tốt hơn vì nó nhanh hơn và không phải chịu chi phí đồng bộ hóa. Lớp StringBuffer trong Java được sử dụng để biểu diễn một chuỗi ký tự có thể thay đổi (changeable). Nó cung cấp một giải pháp thay thế cho lớp String bất biến bằng cách cho phép bạn thay đổi nội dung của chuỗi mà không cần tạo các đối tượng mới liên tục. Các chuỗi có thể thay đổi (mutable) được tạo ra với sự trợ giúp của lớp StringBuffer. Lớp StringBuffer trong Java giống hệt với lớp String ngoại trừ việc nó có thể thay đổi."
47,48. Sự khác biệt giữa StringBuffer và StringBuilder là gì?,"Chuỗi (String) là bất biến (immutable), khiến nó không hiệu quả trong các tình huống yêu cầu cập nhật thường xuyên. Thay vào đó, chúng ta có thể sử dụng StringBuilder hoặc StringBuffer. Nếu cần đảm bảo an toàn luồng (thread safety) thông qua các thao tác đồng bộ (synchronized operations), StringBuffer nên được sử dụng. Tuy nhiên, nếu hiệu suất là ưu tiên trong ngữ cảnh đơn luồng (single-threaded), StringBuilder là lựa chọn tốt hơn vì nó nhanh hơn và không chịu chi phí đồng bộ hóa. Lớp StringBuffer trong Java được sử dụng để biểu diễn một chuỗi ký tự có thể thay đổi (changeable string). Nó cung cấp một giải pháp thay thế cho lớp String bất biến bằng cách cho phép bạn thay đổi nội dung của chuỗi mà không cần liên tục tạo ra các đối tượng mới. Các chuỗi có thể thay đổi (mutable) được tạo ra với sự hỗ trợ của lớp StringBuffer. Lớp StringBuffer trong Java giống hệt với lớp String ngoại trừ việc nó có thể thay đổi."
48,49. Nên ưu tiên sử dụng String Builder hay String Buffer khi cần thực hiện nhiều cập nhật trên dữ liệu?,"Chuỗi (String) là bất biến, khiến nó không hiệu quả trong các tình huống yêu cầu cập nhật thường xuyên. Thay vào đó, chúng ta có thể sử dụng StringBuilder hoặc StringBuffer. Nếu cần đảm bảo an toàn luồng (các thao tác đồng bộ), nên sử dụng StringBuffer. Tuy nhiên, nếu hiệu suất là ưu tiên trong ngữ cảnh đơn luồng, StringBuilder là lựa chọn tốt hơn vì nó nhanh hơn và không chịu chi phí đồng bộ hóa."
49,50. Tại sao StringBuffer được gọi là mutable?,Lớp StringBuffer trong Java được sử dụng để biểu diễn một chuỗi ký tự có thể thay đổi. Nó cung cấp một giải pháp thay thế cho lớp String bất biến bằng cách cho phép bạn thay đổi nội dung của chuỗi mà không cần liên tục tạo các đối tượng mới. Các chuỗi có thể thay đổi (modifiable) được tạo ra với sự trợ giúp của lớp StringBuffer. Lớp StringBuffer trong Java giống hệt với lớp String ngoại trừ việc nó có thể thay đổi. Ví dụ: OutputGeeksforGeeks
50,51. Việc tạo một String bằng cách sử dụng new() khác gì so với việc tạo bằng literal?,"Chuỗi sử dụng new() khác với chuỗi dạng literal vì khi chúng ta khai báo chuỗi, nó lưu các phần tử bên trong bộ nhớ stack, trong khi khi được khai báo bằng new(), nó cấp phát bộ nhớ động trong bộ nhớ heap. Đối tượng được tạo trong bộ nhớ heap ngay cả khi đối tượng có nội dung giống nhau đã tồn tại. Cú pháp:"
51,52. Mảng trong Java là gì?,"Một Mảng (Array) trong Java là một cấu trúc dữ liệu được sử dụng để lưu trữ một dãy các phần tử có kích thước cố định và cùng kiểu. Các phần tử của mảng có thể được truy cập thông qua chỉ số của chúng, bắt đầu từ 0 và kéo dài đến độ dài trừ đi 1. Việc khai báo mảng trong Java được thực hiện với sự hỗ trợ của dấu ngoặc vuông và kích thước cũng được chỉ định trong quá trình khai báo. Cú pháp:"
