STT,Câu hỏi,Trả lời
11,Kiểm thử bảo mật (Security Testing) là gì?,Kiểm thử bảo mật xác định các lỗ hổng bảo mật trong phần mềm để đảm bảo dữ liệu và tài nguyên được bảo vệ.
12,Kiểm thử khả năng sử dụng (Usability Testing) là gì?,Kiểm thử khả năng sử dụng đánh giá mức độ dễ sử dụng và trải nghiệm người dùng của phần mềm.
13,Kiểm thử tương thích (Compatibility Testing) là gì?,"Kiểm thử tương thích đảm bảo phần mềm hoạt động tốt trên các nền tảng, trình duyệt hoặc thiết bị khác nhau."
14,Kiểm thử đơn vị (Unit Testing) là gì?,Kiểm thử đơn vị kiểm tra từng thành phần hoặc chức năng riêng lẻ của phần mềm để đảm bảo chúng hoạt động đúng độc lập.
15,Kiểm thử tích hợp (Integration Testing) là gì?,Kiểm thử tích hợp kiểm tra sự tương tác giữa các thành phần hoặc module để đảm bảo chúng hoạt động cùng nhau đúng cách.
16,Kiểm thử hệ thống (System Testing) là gì?,Kiểm thử hệ thống kiểm tra toàn bộ hệ thống phần mềm để đảm bảo nó đáp ứng các yêu cầu được chỉ định.
17,Kiểm thử chấp nhận (Acceptance Testing) là gì?,Kiểm thử chấp nhận xác nhận rằng phần mềm đáp ứng các yêu cầu của người dùng cuối và sẵn sàng để triển khai.
18,Kiểm thử alpha là gì?,Kiểm thử alpha là kiểm thử sơ bộ được thực hiện bởi nhóm nội bộ (nhà phát triển hoặc QA) trong môi trường phát triển để xác định lỗi trước khi phát hành.
19,Kiểm thử beta là gì?,Kiểm thử beta là kiểm thử thực hiện bởi người dùng cuối trong môi trường thực tế để thu thập phản hồi và xác định lỗi trước khi phát hành chính thức.
20,Kiểm thử chức năng (Functional Testing) là gì?,Kiểm thử chức năng kiểm tra các tính năng và chức năng của phần mềm để đảm bảo chúng hoạt động đúng theo yêu cầu.
21,Kiểm thử phi chức năng (Non-functional Testing) là gì?,"Kiểm thử phi chức năng kiểm tra các khía cạnh như hiệu năng, khả năng sử dụng, bảo mật, và độ tin cậy của phần mềm, không tập trung vào chức năng cụ thể."
22,Kiểm thử thủ công (Manual Testing) là gì?,"Kiểm thử thủ công là quá trình kiểm thử phần mềm được thực hiện bởi người kiểm thử mà không sử dụng công cụ tự động, dựa trên các trường hợp kiểm thử."
23,Kiểm thử tự động (Automation Testing) là gì?,"Kiểm thử tự động sử dụng các công cụ và kịch bản để thực thi kiểm thử, giảm công sức thủ công và tăng hiệu quả, đặc biệt cho kiểm thử hồi quy."
24,Công cụ kiểm thử tự động phổ biến là gì?,"Các công cụ kiểm thử tự động phổ biến: Selenium, JUnit, TestNG, QTP (UFT), Appium, Cucumber, Postman."
25,Test Case là gì?,"Test Case là tập hợp các điều kiện hoặc hành động được thiết kế để kiểm tra một tính năng hoặc chức năng cụ thể của phần mềm, bao gồm đầu vào, kết quả mong đợi và điều kiện kiểm thử."
26,Test Plan là gì?,"Test Plan là tài liệu mô tả phạm vi, mục tiêu, chiến lược, tài nguyên, lịch trình và các hoạt động kiểm thử để đảm bảo chất lượng phần mềm."
27,Test Scenario là gì?,"Test Scenario là mô tả cấp cao về tình huống hoặc chức năng cần kiểm thử, thường bao gồm nhiều Test Case để kiểm tra một khía cạnh cụ thể."
28,Test Data là gì?,Test Data là dữ liệu được sử dụng trong quá trình kiểm thử để mô phỏng các điều kiện thực tế và kiểm tra hành vi của phần mềm.
29,Bug là gì?,Bug là lỗi hoặc khuyết tật trong phần mềm khiến nó hoạt động không đúng như yêu cầu hoặc kỳ vọng.
30,Defect là gì?,"Defect là sự khác biệt giữa hành vi thực tế của phần mềm và hành vi mong đợi, tương tự như bug nhưng thường được dùng trong ngữ cảnh kiểm thử chính thức."
31,Error là gì?,"Error là sai lầm của con người trong quá trình viết mã hoặc thiết kế, dẫn đến bug hoặc defect trong phần mềm."
32,Failure là gì?,"Failure là tình trạng phần mềm không thực hiện được chức năng mong đợi trong môi trường thực tế, thường do bug hoặc defect gây ra."
33,Test Coverage là gì?,"Test Coverage đo lường mức độ mã nguồn hoặc yêu cầu được kiểm tra bởi các trường hợp kiểm thử, thường được biểu diễn dưới dạng phần trăm."
34,Test Environment là gì?,"Test Environment là thiết lập phần cứng, phần mềm và cấu hình mạng được sử dụng để thực hiện kiểm thử phần mềm, mô phỏng môi trường sản xuất."
35,Test Script là gì?,"Test Script là tập hợp các lệnh hoặc kịch bản tự động được viết để thực hiện kiểm thử tự động, thường sử dụng công cụ như Selenium hoặc TestNG."
36,Test Suite là gì?,Test Suite là tập hợp các Test Case được nhóm lại để kiểm thử một chức năng hoặc module cụ thể của phần mềm.
37,Test Report là gì?,"Test Report là tài liệu tổng hợp kết quả kiểm thử, bao gồm số lượng Test Case đã chạy, số lỗi tìm thấy, và trạng thái kiểm thử tổng thể."
38,Traceability Matrix là gì?,Traceability Matrix là tài liệu ánh xạ các yêu cầu với các Test Case để đảm bảo mọi yêu cầu đều được kiểm thử.
39,Smoke Testing là gì?,Smoke Testing là kiểm thử sơ bộ để xác minh các chức năng chính của phần mềm hoạt động đúng trước khi tiến hành kiểm thử chi tiết.
40,Sanity Testing là gì?,Sanity Testing là kiểm thử tập trung vào một tập hợp nhỏ các chức năng để xác minh rằng các sửa lỗi hoặc thay đổi mới không làm hỏng hệ thống.
41,Kiểm thử tích hợp từ trên xuống (Top-Down Integration Testing) là gì?,"Kiểm thử tích hợp từ trên xuống tích hợp và kiểm thử các module từ cấp cao nhất đến cấp thấp hơn, sử dụng các stub cho các module chưa hoàn thiện."
42,Kiểm thử tích hợp từ dưới lên (Bottom-Up Integration Testing) là gì?,"Kiểm thử tích hợp từ dưới lên tích hợp và kiểm thử các module từ cấp thấp nhất đến cấp cao hơn, sử dụng các driver để mô phỏng module cấp cao."
43,Kiểm thử tích hợp sandwich là gì?,"Kiểm thử tích hợp sandwich kết hợp cách tiếp cận từ trên xuống và từ dưới lên, kiểm thử đồng thời các module cấp cao và cấp thấp, gặp nhau ở giữa."
44,Kiểm thử hiệu năng (Performance Testing) bao gồm những gì?,"Kiểm thử hiệu năng bao gồm: Kiểm thử tải (đánh giá hiệu suất dưới tải dự kiến), Kiểm thử căng thẳng (đánh giá dưới tải cực đại), Kiểm thử khả năng mở rộng (đánh giá khả năng xử lý tải tăng dần), Kiểm thử độ ổn định (đánh giá hiệu suất trong thời gian dài)."
45,Kiểm thử bảo mật (Security Testing) bao gồm những gì?,"Kiểm thử bảo mật bao gồm: Kiểm tra xác thực, Kiểm tra ủy quyền, Kiểm tra mã hóa dữ liệu, Kiểm tra lỗ hổng SQL Injection, Kiểm tra XSS (Cross-Site Scripting), và các cuộc tấn công khác."
46,Kiểm thử khả năng sử dụng (Usability Testing) bao gồm những gì?,"Kiểm thử khả năng sử dụng bao gồm: Đánh giá giao diện người dùng, tính dễ điều hướng, thời gian phản hồi, và trải nghiệm người dùng tổng thể."
47,Kiểm thử tương thích (Compatibility Testing) bao gồm những gì?,"Kiểm thử tương thích kiểm tra phần mềm trên các trình duyệt, hệ điều hành, thiết bị, và phiên bản khác nhau để đảm bảo hoạt động nhất quán."
48,Kiểm thử hồi quy tự động (Automated Regression Testing) là gì?,Kiểm thử hồi quy tự động sử dụng các công cụ để tự động chạy lại các Test Case nhằm đảm bảo rằng các thay đổi mới không làm hỏng chức năng hiện có.
49,Công cụ kiểm thử hiệu năng phổ biến là gì?,"Các công cụ kiểm thử hiệu năng phổ biến: JMeter, LoadRunner, Gatling, Apache Benchmark, WebLOAD."
50,Vòng đời lỗi (Bug Lifecycle) là gì?,"Vòng đời lỗi bao gồm các trạng thái: New: Lỗi mới được phát hiện và đăng lần đầu. Assigned: Lỗi được phê duyệt và giao cho nhóm phát triển. Open: Nhà phát triển phân tích và sửa lỗi. Fixed: Nhà phát triển sửa lỗi và xác minh, đánh dấu trạng thái là Fixed. Pending Retest: Lỗi đã sửa được giao lại cho người kiểm thử. Retest: Người kiểm thử kiểm tra lại xem lỗi đã được sửa hay chưa. Reopen: Nếu lỗi vẫn tồn tại, trạng thái được đổi thành Reopen. Verified: Nếu lỗi được sửa, trạng thái đổi thành Verified. Closed: Nếu lỗi không còn tồn tại, trạng thái là Closed. Rejected: Nếu nhà phát triển cho rằng lỗi không hợp lệ, trạng thái là Rejected. Deferred: Lỗi không ưu tiên cao, được hoãn sửa đến bản phát hành sau. Duplicate: Lỗi lặp lại, trạng thái là Duplicate. Not a Defect: Lỗi không ảnh hưởng chức năng, trạng thái là Not a Defect. Can't be Fixed: Lỗi không thể sửa do hạn chế công nghệ hoặc chi phí, trạng thái là Can't be Fixed. Need More Information: Nhà phát triển cần thêm chi tiết để tái hiện lỗi. Not Reproducible: Lỗi không thể tái hiện do các vấn đề như không khớp nền tảng hoặc tài liệu."
51,Vai trò của kiểm thử khả năng sử dụng (Usability Testing) là gì?,"Kiểm thử khả năng sử dụng xác định mức độ dễ dàng mà người dùng cuối có thể sử dụng ứng dụng, bất kể có kiến thức lập trình hay không. Còn gọi là kiểm thử trải nghiệm người dùng, được khuyến nghị trong giai đoạn thiết kế ban đầu của SDLC, nhằm: Xác định lỗi khả năng sử dụng sớm trong chu kỳ phát triển, giúp tiết kiệm sản phẩm khỏi thất bại, giảm rủi ro thất bại sản phẩm, và tăng khả năng sử dụng và tái sử dụng."
