STT,Câu hỏi,Trả lời
41,Code smell là gì?,Code smell là dấu hiệu trong mã nguồn chỉ ra vấn đề thiết kế hoặc triển khai có thể gây khó khăn cho bảo trì hoặc mở rộng.
42,Nợ kỹ thuật (Technical Debt) là gì?,"Nợ kỹ thuật là chi phí phát sinh từ việc chọn giải pháp nhanh, kém tối ưu thay vì giải pháp tốt hơn, dẫn đến khó khăn trong bảo trì hoặc mở rộng sau này."
43,Tại sao nợ kỹ thuật lại xảy ra?,"Nợ kỹ thuật xảy ra khi thêm tính năng mới hoặc thay đổi có thể gây ra lỗi hoặc vấn đề tương thích. Nhiều thay đổi tích lũy làm mã phức tạp, khó bảo trì, ảnh hưởng đến hiệu suất và độ tin cậy nếu không được quản lý đúng cách."
44,Các yếu tố cần xem xét trong việc xây dựng mô hình hệ thống là gì?,"Cần xem xét: loại và kích thước phần mềm, kinh nghiệm tham khảo từ các dự án trước, mức độ khó để thu thập yêu cầu người dùng, kỹ thuật và công cụ phát triển, tình hình nhóm phát triển, rủi ro phát triển, và phương pháp phát triển phần mềm. Thiết kế kế hoạch phát triển phù hợp là tiền đề quan trọng để đảm bảo thành công."
45,Bảo trì thích nghi (Adaptive Maintenance) là gì?,"Bảo trì thích nghi là việc sửa đổi và cập nhật khi khách hàng cần sản phẩm chạy trên nền tảng mới, hệ điều hành mới, hoặc giao tiếp với phần cứng và phần mềm mới."
46,Thuật ngữ WBS là gì?,"WBS (Work Breakdown Structure - Cấu trúc phân chia công việc) là việc chia một dự án lớn và phức tạp thành các nhiệm vụ nhỏ hơn, dễ quản lý và độc lập. Mỗi nút được phân rã đệ quy thành các hoạt động phụ, đến khi ở cấp lá, các hoạt động trở nên không thể chia nhỏ và độc lập. WBS áp dụng cách tiếp cận từ trên xuống."
47,Làm thế nào để xác định kích thước của một sản phẩm phần mềm?,"Ước lượng kích thước phần mềm là phần quan trọng của quản lý dự án phần mềm, giúp dự đoán công sức và thời gian cần thiết. Các thước đo: Số dòng mã (Lines of Code), Số thực thể trong sơ đồ ER, Tổng số quy trình trong sơ đồ luồng dữ liệu chi tiết, Điểm chức năng (Function Points)."
48,Đồng thời (Concurrency) là gì và làm thế nào để đạt được nó?,"Đồng thời là khả năng hệ thống thực thi nhiều nhiệm vụ hoặc quy trình cùng lúc, hoặc gần như cùng lúc. Các nhiệm vụ trong hệ thống đồng thời có thể bắt đầu, chạy và hoàn thành trong khoảng thời gian chồng lấn, tăng hiệu quả và khả năng phản hồi. Nhiều ngôn ngữ lập trình hỗ trợ đồng thời thông qua đa luồng, như Java, C++, v.v."
49,Tại sao mô-đun hóa (Modularization) quan trọng trong kỹ thuật phần mềm?,"Mô-đun hóa làm mã dễ đọc bằng cách chia thành các hàm chỉ xử lý một phần chức năng. So với mã nguyên khối, nó làm file nhỏ hơn, dễ đọc hơn."
50,Mô hình quy trình nào loại bỏ lỗi trước khi phần mềm gặp sự cố?,"Kỹ thuật phần mềm phòng sạch (Cleanroom Software Engineering) là cách tiếp cận phát triển phần mềm chất lượng cao. Trong đó, sản phẩm phần mềm hiệu quả và chất lượng được bàn giao nhờ thực hiện đảm bảo chất lượng (QA) ở mỗi giai đoạn phát triển."
51,Sự khác biệt giữa EXE và DLL là gì?,"DLL (Dynamic Link Library): Thư viện liên kết động, không có không gian địa chỉ riêng, phải chạy trong một host và cần người tiêu dùng gọi. EXE (Executable): Tập hợp thực thi, có thể chạy trong không gian địa chỉ riêng của nó."
