STT,Câu hỏi,Trả lời
16.0,Sự khác biệt giữa Half-Duplex và Full-Duplex?,"Trong chế độ Half-Duplex, truyền thông có thể xảy ra theo cả hai hướng nhưng chỉ một hướng tại một thời điểm (như bộ đàm). Trong chế độ Full-Duplex, truyền thông có thể xảy ra đồng thời theo cả hai hướng (như điện thoại), làm tăng gấp đôi băng thông tiềm năng."
17.0,Cable thẳng (Straight-through) và Cable chéo (Crossover) khác nhau thế nào?,"Cable thẳng (Straight-through) kết nối các thiết bị khác loại, chẳng hạn như máy tính với switch hoặc router với switch. Cable chéo (Crossover) kết nối các thiết bị cùng loại, chẳng hạn như máy tính với máy tính hoặc switch với switch. Chân TX ( truyền) ở một đầu được nối với chân RX (nhận) ở đầu kia."
18.0,Port Number là gì?,"Port Number là một số 16-bit được sử dụng để xác định một ứng dụng hoặc dịch vụ cụ thể đang chạy trên một thiết bị trong mạng, cho phép nhiều dịch vụ chạy trên cùng một địa chỉ IP. Ví dụ: HTTP port 80, HTTPS port 443."
19.0,VPN là gì?,"VPN (Mạng Riêng Ảo) tạo ra một kết nối mã hóa an toàn qua một mạng không an toàn (như internet), cho phép người dùng từ xa truy cập an toàn vào mạng nội bộ của tổ chức như thể họ đang kết nối trực tiếp tại chỗ."
20.0,Ý nghĩa của tracert/traceroute?,"Lệnh tracert (Windows) hoặc traceroute (Linux/macOS) là một công cụ chẩn đoán dùng để theo dõi đường đi mà các gói tin thực hiện từ nguồn đến đích. Nó hiển thị tất cả các điểm dừng (hop - thường là router) trên đường đi và thời gian đến mỗi hop, giúp xác định điểm lỗi hoặc tắc nghẽn mạng."
,,
21.0,IPv4 và IPv6 khác nhau như thế nào?,"IPv4 sử dụng địa chỉ 32-bit, cung cấp khoảng 4.3 tỷ địa chỉ và biểu diễn dạng thập phân. IPv6 sử dụng địa chỉ 128-bit, cung cấp không gian địa chỉ khổng lồ, biểu diễn dạng hex và tích hợp sẵn các tính năng bảo mật như IPSec."
22.0,Giải thích về Subnetting.,"Subnetting là kỹ thuật chia một mạng lớn thành các mạng con (subnet) nhỏ hơn. Điều này giúp quản lý địa chỉ IP hiệu quả hơn, giảm broadcast domain, cải thiện hiệu suất mạng và nâng cao bảo mật."
23.0,Default Gateway là gì?,Default Gateway (Cổng mặc định) là một thiết bị (thường là router) mà một máy trạm trong mạng nội bộ sử dụng để gửi lưu lượng truy cập đến các mạng bên ngoài (như internet) khi đích đến không nằm trong cùng mạng cục bộ.
24.0,RIP là gì?,"RIP (Giao thức Thông tin Định tuyến) là một giao thức định tuyến động sử dụng thuật toán Distance-Vector. Nó sử dụng số hop count làm số metric, với giá trị hop count tối đa là 15, phù hợp với các mạng nhỏ."
25.0,OSPF là gì?,"OSPF (Giao thức Đường dẫn Ngắn nhất Mở đầu tiên) là một giao thức định tuyến động Link-State. Nó sử dụng thuật toán Dijkstra để tính toán đường dẫn ngắn nhất, có khả năng mở rộng tốt hơn và phù hợp cho các mạng lớn."
26.0,EIGRP là gì?,EIGRP (Giao thức Định tuyến Cổng nội bộ Nâng cao) là một giao thức định tuyến động lao giữa Distance-Vector và Link-State của Cisco. Nó sử dụng DUAL algorithm để đảm bảo tính vòng lặp và hội tụ nhanh chóng.
27.0,BGP là gì?,"BGP (Giao thức Biên giới) là giao thức định tuyến động Exterior Gateway Protocol (EGP) được sử dụng để trao đổi thông tin định tuyến giữa các hệ tự trị (AS) khác nhau trên internet. Nó thường được gọi là ""glue"" của internet."
28.0,STP là gì và mục đích của nó?,"STP (Giao thức Cây bao trùm) là một giao thức lớp liên kết dữ liệu ngăn chặn các vòng lặp trong mạng có nhiều đường dẫn dự phòng. Nó cho phép một đường dẫn hoạt động và chặn các đường dẫn khác, chỉ kích hoạt chúng khi đường chính bị lỗi."
29.0,CSMA/CD là gì?,"CSMA/CD (Carrier Sense Multiple Access with Collision Detection) là một giao thức truy cập phương tiện được sử dụng trong mạng Ethernet. Các thiết bị lắng nghe đường truyền trước khi gửi và phát hiện xung đột nếu xảy ra, sau đó thực hiện truyền lại sau một khoảng thời gian ngẫu nhiên."
30.0,Ý nghĩa của Bandwidth và Throughput?,"Bandwidth (Băng thông) là dung lượng tối đa của một liên kết mạng, đo bằng bit trên giây (bps). Throughput (Thông lượng) là lượng dữ liệu thực tế được truyền thành công qua liên kết trong một khoảng thời gian nhất định, thường thấp hơn bandwidth do độ trễ, tắc nghẽn."
31.0,QoS là gì?,"QoS (Quality of Service - Chất lượng Dịch vụ) là một kỹ thuật quản lý lưu lượng mạng để ưu tiên các loại lưu lượng quan trọng hoặc nhạy cảm với độ trễ (như VoIP, video) nhằm đảm bảo hiệu suất, giảm độ trễ và jitter."
32.0,SNMP là gì?,"SNMP (Giao thức Quản lý Mạng Đơn giản) là một giao thức lớp ứng dụng được sử dụng để thu thập và tổ chức thông tin về các thiết bị được quản lý trên mạng IP, đồng thời sửa đổi thông tin đó để thay đổi hành vi thiết bị."
33.0,HSRP là gì?,"HSRP (Giao thức Dự phòng Bộ định tuyến Nóng) là một giao thức dự phòng của Cisco cung cấp tính sẵn sàng cao bằng cách cho phép một nhóm các router cùng phục vụ cho một địa chỉ gateway ảo. Nếu router active gặp sự cố, router standby sẽ tiếp quản."
34.0,ACL là gì?,"ACL (Access Control List - Danh sách Kiểm soát Truy cập) là một tập hợp các quy tắc được cấu hình trên thiết bị mạng (như router, firewall) để kiểm soát lưu lượng mạng bằng cách cho phép hoặc từ chối các gói tin dựa trên các tiêu chí như địa chỉ IP nguồn/đích, số cổng."
35.0,VLSM là gì?,VLSM (Subnet Mask có độ dài thay đổi) cho phép phân chia một không gian địa chỉ IP thành các subnet có kích thước khác nhau. Điều này cho phép phân bổ địa chỉ IP hiệu quả hơn bằng cách cấp phát số lượng host phù hợp chính xác với yêu cầu của từng subnet.
36.0,Giải thích về Port Security.,"Port Security là một tính năng bảo mật trên switch cho phép quản trị viên hạn chế địa chỉ MAC nào có thể kết nối đến một cổng switch cụ thể, ngăn chặn các truy cập trái phép và tấn công như MAC Address Flooding."
37.0,Wireless LAN là gì?,"Wireless LAN (WLAN - Mạng cục bộ không dây) là một mạng máy tính kết nối hai hoặc nhiều thiết bị bằng phương thức liên kết không dây trong một khu vực giới hạn, thường sử dụng sóng vô tuyến và dựa trên các chuẩn IEEE 802.11."
38.0,RADIUS Server là gì?,"RADIUS (Dịch vụ Người dùng Điện thoại Từ xa Xác thực) là một giao thức mạng client/server cung cấp xác thực tập trung, ủy quyền và tính toán (AAA) cho người dùng cố gắng kết nối và sử dụng dịch vụ mạng."
39.0,TACACS+ là gì?,"TACACS+ (Terminal Access Controller Access-Control System Plus) là một giao thức AAA độc quyền của Cisco. Nó tách biệt ba chức năng AAA, sử dụng TCP và mã hóa toàn bộ body của gói tin, cung cấp bảo mật và linh hoạt hơn so với RADIUS."
40.0,Cấu trúc của một Ethernet Frame?,"Một Ethernet Frame tiêu chuẩn bao gồm các trường: Preamble (7 bytes), Start Frame Delimiter (1 byte), Destination MAC Address (6 bytes), Source MAC Address (6 bytes), EtherType/Length (2 bytes), Payload (46-1500 bytes), và Frame Check Sequence (FCS - 4 bytes) để kiểm tra lỗi."
41.0,Sự khác biệt giữa Private IP và Public IP?,"Private IP Address được sử dụng trong mạng nội bộ (LAN) và không thể định tuyến trực tiếp trên internet. Public IP Address là địa chỉ toàn cầu duy nhất được gán bởi ISP, có thể định tuyến trên internet và được sử dụng để giao tiếp với các mạng bên ngoài."
42.0,Port Bonding/Link Aggregation là gì?,Port Bonding (còn gọi là Link Aggregation hoặc EtherChannel) là phương pháp kết hợp nhiều liên kết vật lý (Ethernet) thành một liên kết logic duy nhất để cung cấp dự phòng và tăng băng thông tổng hợp. Các giao thức phổ biến là LACP và PAgP.
43.0,Giải thích về CDP và LLDP.,CDP (Cisco Discovery Protocol) là giao thức độc quyền của Cisco để khám phá và chia sẻ thông tin cấu hình giữa các thiết bị Cisco lân cận. LLDP (Link Layer Discovery Protocol) là một giao thức tiêu chuẩn mở (IEEE 802.1AB) thực hiện chức năng tương tự cho các thiết bị đa hãng.
44.0,Ý nghĩa của MTU?,MTU (Maximum Transmission Unit - Đơn vị Truyền tải Tối đa) là kích thước lớn nhất của một gói dữ liệu hoặc khung có thể được truyền qua một giao tiếp mạng mà không cần phân mảnh. Giá trị MTU mặc định cho Ethernet là 1500 bytes.
45.0,"Sự khác biệt giữa Unicast, Broadcast và Multicast?","Unicast là truyền thông một-một, từ một nguồn đến một đích cụ thể. Broadcast là truyền thông một-tất-cả, từ một nguồn đến tất cả các thiết bị trong mạng. Multicast là truyền thông một-nhiều, từ một nguồn đến một nhóm các thiết bị quan tâm cụ thể."
46.0,Giải thích về Cấu trúc của một IP Packet.,"Một IP Packet (IPv4) bao gồm hai phần chính: Header và Data (Payload). Header chứa thông tin điều khiển như Version, IHL, Type of Service, Total Length, Identification, Flags, Fragment Offset, Time to Live (TTL), Protocol, Header Checksum, Source IP Address, và Destination IP Address."
47.0,Proxy ARP là gì?,Proxy ARP là kỹ thuật trong đó một router trả lời ARP Request thay cho một host đích nằm trên một mạng khác. Điều này cho phép host gửi tin nhắn đến host đích mà không cần cấu hình default gateway hoặc biết về topology mạng.
48.0,FHRP là gì? Kể tên các giao thức.,"FHRP (First Hop Redundancy Protocol - Giao thức Dự phòng Chặng đầu tiên) là một tập hợp các giao thức cung cấp tính sẵn sàng cao cho default gateway. Các giao thức FHRP phổ biến bao gồm HSRP (Cisco), VRRP (tiêu chuẩn mở) và GLBP (Cisco)."
49.0,NetFlow là gì?,"NetFlow là một công nghệ giám sát lưu lượng mạng và thu thập dữ liệu do Cisco phát triển. Nó thu thập thông tin về lưu lượng IP đi qua một giao diện, chẳng hạn như địa chỉ IP nguồn/đích, cổng, giao thức và lớp dịch vụ, để phân tích lưu lượng và lập kế hoạch dung lượng."
