STT,Câu hỏi,Trả lời
16,Sự khác biệt giữa Cloud và Data Center là gì?,"Đám mây tính toán cung cấp truy cập theo yêu cầu vào tài nguyên CNTT ảo hóa. Nó có thể được sử dụng bởi người đăng ký. Nó sử dụng nhóm chia sẻ để cung cấp tài nguyên có thể cấu hình. Nhóm chia sẻ chứa mạng, máy chủ, lưu trữ, ứng dụng và dịch vụ. Container dưới dạng dịch vụ (CaaS) là mô hình dịch vụ đám mây cho phép người dùng tải lên, chỉnh sửa, khởi động, dừng, đánh giá và quản lý khác container, ứng dụng và bộ sưu tập. Nó kích hoạt các quy trình này qua ảo hóa dựa trên công cụ, giao diện lập trình (API) hoặc giao diện cổng web. CaaS giúp người dùng tạo ứng dụng phong phú, an toàn và phân mảnh qua trung tâm dữ liệu cục bộ hoặc đám mây. Container và bộ sưu tập được sử dụng dưới dạng dịch vụ với mô hình này và được cài đặt trong đám mây hoặc trung tâm dữ liệu tại chỗ. Một phòng máy chủ container hóa hoặc trung tâm dữ liệu là container vận chuyển được thiết kế để chứa thiết bị CNTT như máy chủ, thiết bị lưu trữ, thiết bị mạng, nguồn cung cấp điện không gián đoạn, máy phát điện và thiết bị làm mát. Bạn cũng có thể triển khai các container riêng cho thiết bị nguồn và làm mát bên cạnh trung tâm dữ liệu container hóa. Container thường có kết nối tích hợp để truy cập nguồn điện bên ngoài, nước (cho mục đích làm mát) và dữ liệu."
17,Chức năng theo yêu cầu là gì?,"Đám mây tính toán cung cấp truy cập theo yêu cầu vào tài nguyên CNTT ảo hóa. Nó có thể được sử dụng bởi người đăng ký. Nó sử dụng nhóm chia sẻ để cung cấp tài nguyên có thể cấu hình. Nhóm chia sẻ chứa mạng, máy chủ, lưu trữ, ứng dụng và dịch vụ."
18,Container as a Service (CaaS) là gì?,"Container dưới dạng dịch vụ (CaaS) là mô hình dịch vụ đám mây cho phép người dùng tải lên, chỉnh sửa, khởi động, dừng, đánh giá và quản lý khác container, ứng dụng và bộ sưu tập. Nó kích hoạt các quy trình này qua ảo hóa dựa trên công cụ, giao diện lập trình (API) hoặc giao diện cổng web. CaaS giúp người dùng tạo ứng dụng phong phú, an toàn và phân mảnh qua trung tâm dữ liệu cục bộ hoặc đám mây. Container và bộ sưu tập được sử dụng dưới dạng dịch vụ với mô hình này và được cài đặt trong đám mây hoặc trung tâm dữ liệu tại chỗ."
19,Containerized Data Centers là gì?,"Một phòng máy chủ container hóa hoặc trung tâm dữ liệu là container vận chuyển được thiết kế để chứa thiết bị CNTT như máy chủ, thiết bị lưu trữ, thiết bị mạng, nguồn cung cấp điện không gián đoạn, máy phát điện và thiết bị làm mát. Bạn cũng có thể triển khai các container riêng cho thiết bị nguồn và làm mát bên cạnh trung tâm dữ liệu container hóa. Container thường có kết nối tích hợp để truy cập nguồn điện bên ngoài, nước (cho mục đích làm mát) và dữ liệu."
20,Mobile Cloud Computing là gì?,"MCC viết tắt của Mobile Cloud Computing được định nghĩa là sự kết hợp giữa tính toán di động, đám mây tính toán và mạng không dây kết hợp để mục đích như tài nguyên tính toán phong phú cho người dùng di động, nhà mạng và nhà cung cấp đám mây tính toán. Mobile Cloud Computing nhằm làm cho các ứng dụng di động phong phú có thể thực thi trên số lượng thiết bị di động khác nhau. Trong công nghệ này, xử lý dữ liệu và lưu trữ dữ liệu xảy ra bên ngoài thiết bị di động."
21,Hypervisor trong đám mây tính toán là gì?,"Một hypervisor là dạng phần mềm ảo hóa được sử dụng trong lưu trữ đám mây để chia và phân bổ tài nguyên trên các phần cứng khác nhau. Chương trình cung cấp phân vùng, cô lập hoặc trừu tượng được gọi là hypervisor ảo hóa. Hypervisor là một lớp phần mềm tạo và quản lý các máy ảo (VM) trên một hệ thống chủ duy nhất cùng lúc. Hypervisor đôi khi còn được gọi là trình quản lý máy ảo (VMM)."
22,Virtualization trong Đám mây Tính toán là gì?,Ảo hóa là kỹ thuật tách một dịch vụ khỏi việc cung cấp vật lý cơ bản của dịch vụ đó. Đây là quá trình tạo phiên bản ảo của thứ gì đó như phần cứng máy tính. Nó ban đầu được phát triển trong kỷ nguyên mainframe. Nó liên quan đến việc sử dụng phần mềm chuyên dụng để tạo phiên bản ảo hoặc phần mềm của tài nguyên tính toán thay vì phiên bản thực tế của cùng tài nguyên.
23,Sự khác biệt giữa Public Cloud và Private Cloud là gì?,"Multitenancy là loại kiến trúc phần mềm nơi một instance phần mềm duy nhất có thể phục vụ nhiều nhóm người dùng riêng biệt. Nó nghĩa là nhiều khách hàng của nhà cung cấp đám mây sử dụng cùng tài nguyên tính toán. Vì họ chia sẻ cùng tài nguyên tính toán nhưng dữ liệu của mỗi khách hàng đám mây được giữ hoàn toàn riêng biệt và an toàn. Đây là khái niệm rất quan trọng của Đám mây Tính toán. Doanh nghiệp sở hữu trung tâm dữ liệu cung cấp tài nguyên yêu cầu bởi khách hàng theo nhu cầu của họ. Trung tâm dữ liệu có tất cả tài nguyên và theo yêu cầu người dùng, lượng CPU, RAM, NIC và lưu trữ cụ thể với OS ưu tiên được cung cấp cho người dùng. Khái niệm ảo hóa này trong đó dịch vụ được yêu cầu và cung cấp qua Internet được gọi là Server Virtualization. Để triển khai Server Virtualization, hypervisor được cài đặt trên máy chủ quản lý và phân bổ yêu cầu phần cứng chủ cho mỗi máy ảo. Trong đám mây tính toán, khả năng phục hồi đề cập đến khả năng của hệ thống đám mây phục hồi từ thất bại và tiếp tục hoạt động bình thường. Lỗi phần cứng, lỗi phần mềm và thiên tai chỉ là một vài ví dụ về các thất bại khác nhau mà hệ thống đám mây khả năng phục hồi có thể sống sót và phục hồi với ít hoặc không gián đoạn dịch vụ."
24,Multitenancy trong Đám mây tính toán là gì?,Multitenancy là loại kiến trúc phần mềm nơi một instance phần mềm duy nhất có thể phục vụ nhiều nhóm người dùng riêng biệt. Nó nghĩa là nhiều khách hàng của nhà cung cấp đám mây sử dụng cùng tài nguyên tính toán. Vì họ chia sẻ cùng tài nguyên tính toán nhưng dữ liệu của mỗi khách hàng đám mây được giữ hoàn toàn riêng biệt và an toàn. Đây là khái niệm rất quan trọng của Đám mây Tính toán.
25,Server Virtualization là gì?,"Doanh nghiệp sở hữu trung tâm dữ liệu cung cấp tài nguyên yêu cầu bởi khách hàng theo nhu cầu của họ. Trung tâm dữ liệu có tất cả tài nguyên và theo yêu cầu người dùng, lượng CPU, RAM, NIC và lưu trữ cụ thể với OS ưu tiên được cung cấp cho người dùng. Khái niệm ảo hóa này trong đó dịch vụ được yêu cầu và cung cấp qua Internet được gọi là Server Virtualization. Để triển khai Server Virtualization, hypervisor được cài đặt trên máy chủ quản lý và phân bổ yêu cầu phần cứng chủ cho mỗi máy ảo."
26,Resiliency trong Đám mây Tính toán nghĩa là gì?,"Trong đám mây tính toán, khả năng phục hồi đề cập đến khả năng của hệ thống đám mây phục hồi từ thất bại và tiếp tục hoạt động bình thường. Lỗi phần cứng, lỗi phần mềm và thiên tai chỉ là một vài ví dụ về các thất bại khác nhau mà hệ thống đám mây khả năng phục hồi có thể sống sót và phục hồi với ít hoặc không gián đoạn dịch vụ."
27,Các thành phần cơ sở hạ tầng đám mây khác nhau là gì?,"Các thành phần khác nhau của cơ sở hạ tầng đám mây hỗ trợ yêu cầu tính toán của mô hình đám mây tính toán. Cơ sở hạ tầng đám mây có số lượng thành phần chính nhưng không giới hạn chỉ ở máy chủ, phần mềm, mạng và thiết bị lưu trữ. Các thành phần khác của cơ sở hạ tầng đám mây tính toán là: Hypervisor Phần mềm quản lý Phần mềm triển khai Mạng Máy chủ Lưu trữ"
28,"Sự khác biệt giữa IAAS, PAAS và SAAS là gì?",IAAS: Cơ sở hạ tầng dưới dạng Dịch vụ (IAAS) là cách giao cơ sở hạ tầng tính toán dưới dạng dịch vụ theo yêu cầu. PAAS: Nền tảng dưới dạng Dịch vụ (PAAS) là mô hình giao hàng đám mây cho ứng dụng gồm các dịch vụ được quản lý bởi bên thứ ba. SAAS: Phần mềm dưới dạng Dịch vụ (SAAS) cho phép người dùng chạy ứng dụng trực tuyến hiện có và là mô hình phần mềm được triển khai dưới dạng dịch vụ lưu trữ.
29,Các loại kiểm soát bảo mật đám mây tính toán là gì?,"Có 4 loại kiểm soát bảo mật đám mây tính toán tức là Kiểm soát răn đe: Kiểm soát răn đe được thiết kế để chặn các cuộc tấn công xấu vào hệ thống đám mây. Chúng hữu ích khi có kẻ tấn công nội bộ. Kiểm soát phòng ngừa: Kiểm soát phòng ngừa làm hệ thống khả năng phục hồi với các cuộc tấn công bằng cách loại bỏ lỗ hổng trong nó. Kiểm soát phát hiện: Nó xác định và phản ứng với các mối đe dọa bảo mật và kiểm soát. Một số ví dụ về phần mềm kiểm soát phát hiện là phần mềm phát hiện xâm nhập và công cụ giám sát bảo mật mạng. Kiểm soát sửa chữa: Trong sự kiện tấn công bảo mật, các kiểm soát này được kích hoạt. Chúng giới hạn thiệt hại do cuộc tấn công gây ra."
30,Everything as a Service (XaaS) là gì?,"Everything as a Service (XaaS) nghĩa là bất cứ thứ gì giờ có thể là dịch vụ với sự giúp đỡ của đám mây tính toán và truy cập từ xa. Nơi công nghệ đám mây tính toán cung cấp các loại dịch vụ khác nhau qua mạng web. Trong Everything as a Service, các công cụ và công nghệ khác nhau, và dịch vụ được cung cấp cho người dùng dưới dạng dịch vụ. Với XaaS, kinh doanh được đơn giản hóa vì họ phải trả tiền cho những gì họ cần. Everything as a Service này còn được biết đến như Anything as a Service."
31,Resource Pooling Architecture trong Đám mây Tính toán là gì?,"Một resource pool là nhóm tài nguyên có thể được phân bổ cho người dùng. Tài nguyên của bất kỳ loại nào, bao gồm tính toán, mạng và lưu trữ, có thể được nhóm lại. Nó thêm lớp trừu tượng cho phép sử dụng và trình bày tài nguyên đồng nhất. Trong trung tâm dữ liệu đám mây, một nhóm tài nguyên vật lý lớn được duy trì và cung cấp cho người tiêu dùng dưới dạng dịch vụ ảo."
32,Scalability và Elasticity trong Đám mây Tính toán là gì?,Đám mây Elasticity: Elasticity đề cập đến khả năng của đám mây tự động mở rộng hoặc nén tài nguyên cơ sở hạ tầng trên sự tăng giảm đột ngột trong yêu cầu để quản lý khối lượng công việc hiệu quả. Elasticity này giúp giảm thiểu chi phí cơ sở hạ tầng. Đám mây Scalability: Đám mây scalability được sử dụng để xử lý khối lượng công việc tăng trưởng nơi hiệu suất tốt cũng cần thiết để làm việc hiệu quả với phần mềm hoặc ứng dụng. Scalability thường được sử dụng nơi triển khai tài nguyên liên tục được yêu cầu để xử lý khối lượng công việc tĩnh.
33,Load Balancing là gì?,"Load balancing là kỹ thuật thiết yếu được sử dụng trong đám mây tính toán để tối ưu hóa sử dụng tài nguyên và đảm bảo không có tài nguyên đơn lẻ bị quá tải với lưu lượng. Đây là quá trình phân phối khối lượng công việc qua nhiều tài nguyên tính toán, như máy chủ, máy ảo hoặc container, để đạt hiệu suất tốt hơn, tính khả dụng và khả năng mở rộng."
34,Sự khác biệt giữa Cloud Servers và Dedicated Servers là gì?,Grid Computing có thể được định nghĩa là mạng máy tính làm việc cùng nhau để thực hiện nhiệm vụ khó khăn cho một máy đơn lẻ. Tất cả máy trên mạng đó làm việc dưới cùng giao thức để hoạt động như siêu máy tính ảo. Nhiệm vụ chúng làm việc có thể bao gồm phân tích tập dữ liệu lớn hoặc mô phỏng tình huống yêu cầu sức mạnh tính toán cao. Máy tính trên mạng đóng góp tài nguyên như sức mạnh xử lý và dung lượng lưu trữ cho mạng. Một Hypervisor là lớp phần mềm kích hoạt ảo hóa bằng cách tạo và quản lý máy ảo (VM). Nó hoạt động như cầu nối giữa phần cứng vật lý và môi trường ảo hóa. Mỗi VM có thể chạy độc lập với nhau vì hypervisor trừu tượng hóa phần cứng vật lý cơ bản và cung cấp môi trường ảo cho mỗi cái. Bảo mật Hypervisor đề cập đến các biện pháp bảo vệ hypervisor và các VM nó quản lý khỏi các mối đe dọa bảo mật tiềm năng. Cloud Networking là dịch vụ hoặc khoa học trong đó quy trình mạng của công ty được lưu trữ trên đám mây công cộng hoặc riêng. Đám mây Tính toán là quản lý nguồn trong đó hơn một tài nguyên tính toán chia sẻ nền tảng giống nhau và khách hàng được kích hoạt truy cập các tài nguyên này đến mức độ cụ thể. Cloud networking tương tự chia sẻ mạng nhưng nó cung cấp tính năng nâng cao hơn và tính năng mạng trong đám mây với thiết lập máy chủ kết nối dưới không gian mạng.
35,Grid Computing là gì?,Grid Computing có thể được định nghĩa là mạng máy tính làm việc cùng nhau để thực hiện nhiệm vụ khó khăn cho một máy đơn lẻ. Tất cả máy trên mạng đó làm việc dưới cùng giao thức để hoạt động như siêu máy tính ảo. Nhiệm vụ chúng làm việc có thể bao gồm phân tích tập dữ liệu lớn hoặc mô phỏng tình huống yêu cầu sức mạnh tính toán cao. Máy tính trên mạng đóng góp tài nguyên như sức mạnh xử lý và dung lượng lưu trữ cho mạng.
36,Hypervisor Security trong Đám mây Tính toán là gì?,Một Hypervisor là lớp phần mềm kích hoạt ảo hóa bằng cách tạo và quản lý máy ảo (VM). Nó hoạt động như cầu nối giữa phần cứng vật lý và môi trường ảo hóa. Mỗi VM có thể chạy độc lập với nhau vì hypervisor trừu tượng hóa phần cứng vật lý cơ bản và cung cấp môi trường ảo cho mỗi cái. Bảo mật Hypervisor đề cập đến các biện pháp bảo vệ hypervisor và các VM nó quản lý khỏi các mối đe dọa bảo mật tiềm năng.
37,Cloud Networking là gì?,Cloud Networking là dịch vụ hoặc khoa học trong đó quy trình mạng của công ty được lưu trữ trên đám mây công cộng hoặc riêng. Đám mây Tính toán là quản lý nguồn trong đó hơn một tài nguyên tính toán chia sẻ nền tảng giống nhau và khách hàng được kích hoạt truy cập các tài nguyên này đến mức độ cụ thể. Cloud networking tương tự chia sẻ mạng nhưng nó cung cấp tính năng nâng cao hơn và tính năng mạng trong đám mây với thiết lập máy chủ kết nối dưới không gian mạng.
38,Network Virtualization trong Đám mây Tính toán là gì?,Network Virtualization là quá trình nhóm logic các mạng vật lý và làm chúng hoạt động như một hoặc nhiều mạng độc lập được gọi là Mạng Ảo. Công cụ cho Network Virtualization: OS chuyển mạch vật lý Nó là nơi OS phải có chức năng của network virtualization. Hypervisor Nó sử dụng phần mềm bên thứ ba hoặc networking tích hợp và chức năng của network virtualization.
39,Sự khác biệt giữa Đám mây Tính toán và Virtualization là gì?,"Khi đám mây tính toán tiếp tục cách mạng hóa kinh doanh, nắm vững các khái niệm chính là thiết yếu để có công việc đám mây mơ ước. Bằng cách hiểu các mô hình dịch vụ đám mây khác nhau (IaaS, PaaS, SaaS), thực hành bảo mật và kỹ năng nhu cầu như kiến trúc serverless, bạn sẽ được chuẩn bị tốt để giải quyết các câu hỏi phỏng vấn phổ biến và ấn tượng nhà tuyển dụng tiềm năng. Nhớ rằng, thể hiện kiến thức và sự nhiệt tình với lĩnh vực luôn phát triển này sẽ đặt bạn trước đường cong."
