STT,Câu hỏi,Trả lời
29,Khác biệt giữa logic mệnh đề và logic bậc nhất?,"Logic mệnh đề xử lý mệnh đề đúng/sai, sử dụng các toán tử AND, OR, NOT. Logic bậc nhất mở rộng với quantifiers và predicates, cho phép biểu diễn mối quan hệ đối tượng phức tạp hơn."
30,Đánh đổi exploration vs exploitation trong tìm kiếm cục bộ?,Exploration là thử các giải pháp mới. Exploitation là tinh chỉnh giải pháp hiện tại. Cần cân bằng để tránh mắc kẹt ở cực tiểu cục bộ mà không lãng phí tài nguyên.
31,Khác biệt giữa hill climbing và simulated annealing?,Hill Climbing chỉ di chuyển đến giải pháp tốt hơn và dễ mắc kẹt ở cực tiểu cục bộ. Simulated Annealing đôi khi chấp nhận giải pháp tệ hơn với xác suất giảm dần để thoát khỏi cực tiểu cục bộ.
32,Cơ sở tri thức quan trọng như thế nào?,"Cơ sở tri thức là nền tảng cho hệ thống chuyên gia và AI, chứa thông tin có cấu trúc về domain cụ thể, hỗ trợ ra quyết định và giải quyết vấn đề."
33,Kỹ thuật biểu diễn tri thức hỗ trợ hệ thống thông minh?,Các kỹ thuật biểu diễn tri thức hỗ trợ hệ thống thông minh gồm: Symbolic Representation - nắm bắt mối quan hệ phức tạp; Logical Reasoning - áp dụng quy tắc để suy ra tri thức mới; và Semantic Understanding - hiểu ý nghĩa thông tin theo ngữ cảnh.
34,Khác biệt RL model-free vs model-based?,"Model-Free RL học trực tiếp từ reward mà không xây dựng mô hình môi trường (ví dụ: Q-learning, SARSA). Model-Based RL xây dựng mô hình môi trường để dự đoán và lập kế hoạch (ví dụ: Dyna-Q, MCTS)."
35,AI tạo sinh và các kiến trúc phổ biến?,"AI tạo sinh tạo nội dung mới từ dữ liệu huấn luyện. Các kiến trúc phổ biến gồm: GANs (Generator vs Discriminator); VAEs (phương pháp xác suất); và Transformers (GPT-3, DALL-E)."
36,Khác biệt trò chơi zero-sum và non-zero-sum?,"Trong trò chơi zero-sum, tổng thắng/thua bằng 0, nghĩa là một người thắng thì người khác thua. Trong trò chơi non-zero-sum, cả hai người chơi có thể cùng thắng hoặc cùng thua."
37,Bài toán thỏa mãn ràng buộc (CSP)?,"Bài toán thỏa mãn ràng buộc (CSP) là bài toán với tập biến, domain giá trị và các ràng buộc. Mục tiêu là tìm cách gán giá trị thỏa mãn tất cả ràng buộc, thường dùng trong lập lịch và phân bổ tài nguyên."
38,Suy luận trong AI?,"Suy luận trong AI là quá trình rút ra kiến thức mới từ thông tin hiện có bằng lý luận logic, và là thành phần chính của hệ thống chuyên gia và ra quyết định."
39,Ưu nhược điểm forward vs backward chaining?,Forward Chaining hiệu quả để suy ra nhiều kết luận nhưng có thể không hiệu quả với không gian lớn. Backward Chaining hiệu quả cho mục tiêu cụ thể nhưng có thể chậm nếu có nhiều quy tắc.
40,Mạng Bayesian mô hình hóa mối quan hệ xác suất?,"Mạng Bayesian sử dụng đồ thị định hướng không chu trình (DAG) với các nút là biến ngẫu nhiên và các cạnh là phụ thuộc có điều kiện, cho phép biểu diễn và tính toán xác suất một cách hiệu quả."
41,Khác biệt Q-learning vs SARSA?,Q-learning là off-policy và sử dụng giá trị phần thưởng lớn nhất của trạng thái tiếp theo. SARSA là on-policy và sử dụng hành động thực tế sẽ được thực hiện trong trạng thái tiếp theo.
42,Alpha-beta pruning trong tìm kiếm đối kháng?,"Alpha-beta pruning là kỹ thuật tối ưu hóa cho thuật toán minimax bằng cách loại bỏ các nhánh không ảnh hưởng đến quyết định cuối cùng, từ đó giảm số lượng nút cần đánh giá."
43,Backtracking search trong CSPs?,"Backtracking search là thuật toán DFS xây dựng dần giải pháp và quay lui khi gặp vi phạm ràng buộc, cho phép khám phá có hệ thống các cách gán giá trị."
44,Vai trò minimax trong tìm kiếm đối kháng?,"Minimax tìm chiến lược tối ưu trong trò chơi hai người bằng cách giả định cả hai người chơi đều tối ưu, và đánh giá đệ quy cây trò chơi."
45,Thuật toán A* và chiến lược heuristic?,"Thuật toán A* tìm đường đi ngắn nhất bằng cách sử dụng hàm đánh giá f(n) = g(n) + h(n), cân bằng giữa chi phí thực tế đã đi (g(n)) và ước tính chi phí đến mục tiêu (h(n))."
46,MDP và liên quan đến RL?,"MDP (Markov Decision Process) là framework cho ra quyết định ngẫu nhiên với States, Actions, Transitions, Rewards và Policy. Học tăng cường (RL) giải quyết MDP để tìm policy tối ưu."
47,Hidden Markov Models (HMMs)?,Hidden Markov Models (HMMs) là mô hình xác suất với các trạng thái ẩn và các quan sát. Chúng được dùng trong nhận dạng giọng nói và NLP để mô hình hóa các chuỗi có mẫu ẩn.
48,Autoencoders trong deep learning?,"Autoencoders là mạng nơ-ron unsupervised với encoder (nén dữ liệu) và decoder (giải nén dữ liệu). Chúng được dùng cho giảm chiều dữ liệu, khử nhiễu và tạo sinh."
49,Kiến trúc GANs?,Kiến trúc GANs bao gồm Generator (tạo dữ liệu giả) và Discriminator (phân biệt dữ liệu thật/giả). Chúng cạnh tranh trong một trò chơi zero-sum cho đến khi Generator tạo ra dữ liệu không thể phân biệt được.
50,Kiến trúc Transformer?,"Kiến trúc Transformer sử dụng cơ chế self-attention thay cho RNN/CNN. Nó gồm encoder và decoder với multi-head attention, cho phép huấn luyện song song và đạt hiệu suất cao trong NLP."
