STT,Câu hỏi,Trả lời
11,CSS là gì?,"CSS là viết tắt của Cascading Style Sheets. Nó giúp chúng ta thiết kế và tạo kiểu cho trang web để làm cho nó hấp dẫn người dùng. Nó được sử dụng để mô tả cách các phần tử nên được hiển thị trên màn hình. CSS cung cấp cho chúng ta rất nhiều bộ chọn (selectors) để chọn các phần tử HTML và tạo kiểu cho chúng theo yêu cầu. Một số bộ chọn CSS là Element Selectors, Class Selectors và ID Selectors."
12,Giải thích các bộ chọn trong CSS.,"Trong CSS, các bộ chọn được sử dụng để chọn các phần tử và tạo kiểu cho chúng bằng cách cung cấp các thuộc tính CSS. Dưới đây là danh sách một số bộ chọn CSS phổ biến: * Bộ chọn phần tử (Element Selector): Chọn trực tiếp bằng cách sử dụng tên của phần tử. * Bộ chọn ID (ID Selector): Định nghĩa thuộc tính ID và chọn bằng cách sử dụng tiền tố # theo sau là giá trị của thuộc tính ID. * Bộ chọn lớp (Class Selector): Định nghĩa thuộc tính Class và chọn bằng cách sử dụng tiền tố . theo sau là giá trị của thuộc tính lớp. * Bộ chọn phổ quát (Universal Selector *): Chọn bằng cách sử dụng dấu *. * Bộ chọn thuộc tính (Attribute Selector): Chọn các phần tử dựa trên giá trị thuộc tính. Ví dụ: input[type=""text""]{}. * Bộ chọn con trực tiếp (Direct Child Selector): Chọn một phần tử bằng cách sử dụng bất kỳ bộ chọn nào ở trên và sử dụng > theo sau là bộ chọn con trực tiếp. Ví dụ: parent > child{}. * Bộ chọn giả (Pseudo Selectors): Đây là các bộ chọn như :hover, :nth-child(), ::after, ::before, v.v.."
13,Sự khác biệt giữa thuộc tính visibility: hidden và display: none trong CSS là gì?,"Thuộc tính visibility: hidden chỉ ẩn nội dung của phần tử mà nó được sử dụng. Nó không loại bỏ phần tử khỏi tài liệu và giữ nguyên không gian của nó, để không có phần tử nào khác có thể thay thế nó trên giao diện người dùng. Thuộc tính display: none không chỉ ẩn phần tử mà còn loại bỏ nó khỏi tài liệu, và không gian do phần tử chiếm giữ giờ đây trống để các phần tử khác chiếm lấy."
14,Sự khác biệt giữa CSS Grid và Flexbox là gì?,"CSS Grid: Layout hai chiều. Kiểm soát cả hàng và cột. Phù hợp cho các layout phức tạp, có cấu trúc. Cho phép đặt mục bất cứ đâu trong lưới. Có thể định nghĩa cả hàng và cột cùng lúc. Flexbox: Layout một chiều. Kiểm soát một hàng hoặc một cột, không phải cả hai. Lý tưởng cho các layout đơn giản, tuyến tính. Các mục tuân theo thứ tự tài liệu/nguồn. Định nghĩa layout theo một hướng duy nhất."
15,Công dụng của thuộc tính float là gì?,"Thuộc tính float cho phép bạn đặt các phần tử con của một container ở bên trái hoặc bên phải của nó. Các giá trị có thể có cho thuộc tính này là left, right, initial, inherit và none."
16,JavaScript là gì?,JavaScript là một ngôn ngữ lập trình kịch bản (scripting language) cấp cao. Nó là một ngôn ngữ được gõ động (dynamically typed language). JavaScript được sử dụng để thêm các phần tử động và kiểu dáng vào tài liệu HTML để làm cho trang web tương tác và hấp dẫn hơn. JavaScript được sử dụng cả ở frontend và backend.
17,"Sự khác biệt giữa let, var và const là gì?","var: Phạm vi hàm (Function-scoped). Được hoisted nhưng được khởi tạo là undefined. Không có TDZ (có thể truy cập trước khi khai báo). Cho phép gán lại và khai báo lại trong cùng một phạm vi. let: Phạm vi khối (Block-scoped). Được hoisted nhưng không được khởi tạo. Có TDZ (không thể truy cập trước khi khai báo). Cho phép gán lại, nhưng không cho phép khai báo lại trong cùng một phạm vi. const: Phạm vi khối (Block-scoped). Được hoisted nhưng không được khởi tạo. Có TDZ (không thể truy cập trước khi khai báo). Không cho phép gán lại hay khai báo lại; nó là một hằng số và không thể gán lại hoặc khai báo lại."
18,Sự khác biệt giữa == và === trong JavaScript là gì?,"Toán tử == được gọi là toán tử bằng kép trong JavaScript. Toán tử == chỉ kiểm tra các giá trị của các toán hạng và trả về true nếu các giá trị giống nhau. Toán tử === được gọi là toán tử bằng ba. Nó không chỉ kiểm tra các giá trị của các toán hạng mà còn kiểm tra các kiểu của các toán hạng. Nó trả về true chỉ khi các giá trị và kiểu của các toán hạng giống nhau. Ví dụ: 5 == '5' sẽ trả về true, trong khi 5 === '5' sẽ trả về false."
19,DOM là gì?,"DOM là viết tắt của Document Object Model. Trong JavaScript, DOM được sử dụng để biểu thị cấu trúc của trang web. Nó cho phép chúng ta thao tác với các phần tử, thuộc tính và nội dung của một trang web bằng JavaScript. Nó là một biểu diễn cây của cấu trúc HTML của một trang web."
20,Sự khác biệt giữa null và undefined trong JS.,"Giá trị Undefined: * undefined là giá trị mặc định được gán cho một biến đã được khai báo nhưng chưa được khởi tạo. * Nó cũng là giá trị trả về mặc định của một hàm. * Khi bạn cố gắng truy cập một giá trị hoặc thuộc tính không phải là một phần của đối tượng, nó sẽ trả về undefined. Giá trị Null: * null có thể được gán cho một biến để làm cho nó trở thành một biến rỗng. * Nó đại diện cho việc biến đang truy cập không tồn tại trong mã. Ví dụ: let a; (a là undefined), let b = null; (b là null). a === b sẽ trả về false."
21,React là gì?,"React là một thư viện JavaScript frontend mã nguồn mở được Facebook tạo ra, được sử dụng để xây dựng giao diện người dùng (UI) dựa trên các thành phần. Các tính năng chính của React: Kiến trúc dựa trên thành phần (Component-Based Architecture), Virtual DOM, JSX (JavaScript XML), Liên kết dữ liệu một chiều (One-Way Data Binding), Ứng dụng trang đơn (Single Page Application - SPA), Quản lý trạng thái (State Management)."
22,Giải thích các khối xây dựng của React.,"Có năm khối xây dựng của React: * Components (Thành phần): Đây là các khối mã có thể tái sử dụng trả về HTML. * JSX: Là viết tắt của JavaScript và XML và cho phép bạn viết HTML trong React. * Props và State: Props giống như các tham số hàm, và State tương tự như các biến. * Context: Cho phép dữ liệu được truyền qua các thành phần dưới dạng props trong một hệ thống phân cấp. * Virtual DOM: Là một bản sao nhẹ của DOM thực, giúp thao tác DOM dễ dàng hơn."
23,Virtual DOM trong React là gì?,"DOM đề cập đến Document Object Model. Virtual DOM là một DOM được tạo ra ảo. Nó chính xác giống như DOM và có tất cả các thuộc tính mà DOM có. Nhưng sự khác biệt chính là bất cứ khi nào mã chạy, Framework JavaScript cập nhật toàn bộ DOM cùng một lúc, điều này làm giảm hiệu suất. Trong khi đó, Virtual DOM chỉ cập nhật phần DOM đã được sửa đổi."
24,JSX React là gì?,"JSX là viết tắt của JavaScript XML. Nó là phần mở rộng cú pháp cho JavaScript. JSX cho phép chúng ta viết mã HTML bên trong JavaScript, sau đó React biên dịch mã này thành JavaScript thuần túy có thể được trình duyệt hiển thị. Ví dụ, code JSX <h1>Hello, React!</h1> trong một hàm App sẽ được hiển thị trong trình duyệt."
25,Các thành phần trong React là gì?,Một Component (Thành phần) là một trong những khối xây dựng cốt lõi của React. Mỗi ứng dụng chúng ta phát triển trong React sẽ được tạo thành từ các mảnh gọi là thành phần. Có hai loại thành phần trong React: * Functional Component (Thành phần hàm): Là các hàm JavaScript đơn giản chấp nhận props làm đầu vào và trả về JSX làm đầu ra. Các thành phần hàm có thể quản lý trạng thái và vòng đời với sự trợ giúp của React Hooks. * Class Component (Thành phần lớp): Các thành phần lớp phức tạp hơn một chút so với các thành phần hàm. Chúng có thể làm việc với nhau và truyền dữ liệu từ thành phần lớp này sang thành phần lớp khác.
26,Angular là gì?,"Angular là một framework mã nguồn mở được sử dụng để xây dựng các ứng dụng web bằng TypeScript. Angular được sử dụng để xây dựng các ứng dụng trang đơn (SPAs). Nó được phát triển bởi Google. Các tính năng chính của Angular: Liên kết dữ liệu hai chiều (Two-way data binding), Dependency injection (Tiêm phụ thuộc), Modularization (Mô-đun hóa), Templating (Sử dụng mẫu), RESTful API handling (Xử lý API RESTful)."
27,AngularJS là gì?,"AngularJS, được Google phát triển vào năm 2009, đã đóng vai trò quan trọng trong phát triển web từ khi ra đời. AngularJS nổi trội trong việc xây dựng các ứng dụng trang đơn (SPAs). Không giống như Angular dựa trên TypeScript, AngularJS dựa vào JavaScript và có khả năng tối ưu hóa di động hạn chế. Do AngularJS hiện đã lỗi thời, các nhà phát triển được khuyến khích di chuyển sang Angular để có hiệu suất và khả năng bảo trì tốt hơn."
28,Các thành phần trong Angular là gì?,"Các thành phần là các khối xây dựng của Angular. Nó bao gồm một lớp TypeScript, một mẫu HTML và các kiểu CSS tùy chọn."
29,Liên kết dữ liệu hai chiều trong Angular là gì?,"Angular hỗ trợ liên kết dữ liệu hai chiều, cho phép tự động đồng bộ hóa dữ liệu giữa giao diện người dùng (view) và thành phần (component). Nếu bất kỳ thay đổi nào được thực hiện trong thành phần sẽ được phản ánh trong giao diện người dùng, và nếu bất kỳ thay đổi nào được thực hiện trong giao diện người dùng, chúng sẽ được phản ánh trong thành phần. Đây được gọi là liên kết dữ liệu hai chiều."
30,Lazy Loading trong Angular là gì?,"Trong Angular, Lazy Loading là một kỹ thuật được sử dụng để tải các mô-đun theo yêu cầu thay vì tải tất cả các mô-đun khi khởi động. Nhờ đó, hiệu suất của ứng dụng được cải thiện, và thời gian tải ban đầu của ứng dụng cũng được giảm."
31,Angular Pipes là gì?,"Angular Pipes được sử dụng để biến đổi dữ liệu được hiển thị trong template. Chúng áp dụng các phép biến đổi trên các giá trị đầu vào và trả về giá trị đã biến đổi. Nhờ đó, chúng ta có thể thao tác trực tiếp với dữ liệu trong các template HTML. Cú pháp: `{{ value"
32,Vue.js là gì?,"Vue.js là một framework của JavaScript, được sử dụng để xây dựng các ứng dụng trang đơn (SPAs) và giao diện người dùng (UI) cho các trang web. Nó nổi bật nhờ sự đơn giản, tích hợp liền mạch với các thư viện khác và liên kết dữ liệu phản ứng."
33,Các thành phần VueJS là gì?,"Một thành phần trong VueJS là một đoạn mã có thể tái sử dụng biểu thị một phần của giao diện người dùng. Các thành phần giúp đơn giản hóa việc xử lý các ứng dụng phức tạp bằng cách chia chúng thành các phần nhỏ hơn, dễ kiểm soát hơn."
34,Props trong VueJS là gì?,Props trong VueJS là các thuộc tính tùy chỉnh cho phép các thành phần cha truyền dữ liệu cho các thành phần con. Chúng tăng cường khả năng tái sử dụng thành phần bằng cách giúp quản lý các thành phần con từ thành phần cha của chúng. Chúng được chỉ định trong thành phần con và được nhận làm đối số từ thành phần cha.
35,VueJS Router là gì?,"Routing trong VueJs được sử dụng để điều hướng ứng dụng Vue, cho phép tạo các ứng dụng trang đơn với nhiều chế độ xem. Vue Router giúp liên kết giữa URL/History của trình duyệt và các thành phần của Vue, cho phép các đường dẫn cụ thể hiển thị bất kỳ chế độ xem nào được liên kết với nó. Vue Router được sử dụng trong việc tạo các ứng dụng trang đơn."
36,Git là gì?,"Git là một hệ thống kiểm soát phiên bản (version control system) mã nguồn mở giúp các nhà phát triển lưu trữ, theo dõi và quản lý mã. Git được Linus Torvalds tạo ra vào năm 2005 để phát triển nhân Linux. Phiên bản Git mới nhất là 2.48.1."
37,Những ưu điểm của việc sử dụng Git là gì?,Các ưu điểm của việc sử dụng Git: * Kiểm soát phiên bản (Version Control): Git giúp theo dõi và quản lý các thay đổi trong mã. * Bảo mật (Secure): Nó sử dụng băm mật mã để bảo mật cơ sở mã. * Dễ sử dụng (Easy to use): Dễ sử dụng vì chúng ta cần quản lý ít lệnh hơn. * Cộng tác (Collaboration): Nhiều nhà phát triển có thể làm việc cùng nhau trên cùng một dự án.
38,Giải thích sự khác biệt giữa Git và GitHub.,"Git: Là một hệ thống kiểm soát phiên bản phân tán (VCS) giúp theo dõi các thay đổi trong mã nguồn. Được sử dụng để quản lý mã nguồn cục bộ và theo dõi các thay đổi. Không cung cấp dịch vụ lưu trữ đám mây cho kho lưu trữ. GitHub: Là một nền tảng dựa trên đám mây để lưu trữ các kho Git và tạo điều kiện cộng tác. Cung cấp dịch vụ lưu trữ từ xa cho các kho Git với các tính năng cộng tác. Cung cấp lưu trữ đám mây cho các kho lưu trữ với các tính năng như kho riêng/công khai. Cung cấp các tính năng như theo dõi vấn đề, yêu cầu kéo (pull requests) và đánh giá mã. GitHub là một dịch vụ lưu trữ Git với các tính năng bổ sung cho làm việc nhóm."
39,Kho lưu trữ (repository) trong Git là gì?,"Trong Git, kho lưu trữ (repository) là nơi tất cả các tệp và các phiên bản của dự án được lưu trữ, cho phép các nhà phát triển theo dõi các thay đổi được thực hiện trong mã. Có hai loại kho lưu trữ: * Kho lưu trữ cục bộ (Local Repository): Tồn tại trên máy cục bộ của nhà phát triển. * Kho lưu trữ từ xa (Remote Repository): Được lưu trữ trên máy chủ (GitHub, GitLab)."
40,localStorage là gì?,localStorage là một cơ chế lưu trữ web phía client cho phép các ứng dụng web lưu trữ các cặp khóa-giá trị một cách liên tục trong trình duyệt web của người dùng. Nó cung cấp một giao diện đơn giản để lưu trữ dữ liệu cục bộ.
41,sessionStorage là gì?,"sessionStorage là một API lưu trữ web được các trình duyệt web cung cấp để lưu trữ dữ liệu tương tự như localStorage dưới dạng các cặp khóa-giá trị. Dữ liệu được lưu trữ trong sessionStorage chỉ có thể truy cập được trong một phiên, sao cho nếu người dùng đóng cửa sổ hoặc tab, dữ liệu được lưu trữ sẽ bị mất."
42,Làm thế nào để tạo một bảng trong HTML?,"Trong HTML, bảng được tạo bằng cách sử dụng phần tử <table>. Mỗi bảng bao gồm các hàng <tr> và các ô <td> cho dữ liệu, và <th> cho các tiêu đề."
43,Sự khác biệt giữa phương thức GET và POST trong các biểu mẫu HTML.,Phương thức GET: Là một cách không an toàn để gửi dữ liệu đến máy chủ. Tất cả các tham số dữ liệu biểu mẫu đều hiển thị trong URL. Nó có giới hạn độ dài URL khác nhau đối với các trình duyệt khác nhau. Kết quả được trình duyệt lưu vào bộ nhớ cache theo mặc định. Người dùng có thể đánh dấu biểu mẫu đã gửi. Phương thức POST: Là một cách an toàn để gửi dữ liệu biểu mẫu. Không có tham số nào hiển thị ở bất cứ đâu. Nó có giới hạn độ dài URL lớn hơn so với giới hạn của phương thức GET. Không lưu trữ các phản hồi trong trình duyệt theo mặc định. Các phản hồi có thể dễ dàng được đánh dấu.
44,Các thuộc tính trong HTML là gì?,"Các thuộc tính HTML được sử dụng để định nghĩa hành vi của phần tử HTML. Các thuộc tính được sử dụng cùng với các thẻ HTML. Ví dụ: div class=""container"", <p title=""Đây là một GFG"">. Ở đây, class và title là các thuộc tính được sử dụng cùng với các thẻ HTML để định nghĩa phần tử HTML."
45,Các phần tử rỗng (void elements) trong HTML là gì?,"Trong HTML, các phần tử rỗng còn được gọi là các phần tử trống. Các phần tử rỗng là các phần tử không có thẻ đóng, chúng chỉ có thẻ mở. Ví dụ: <img>, <meta>, <link>, <br>."
46,z-index trong CSS là gì?,"Thuộc tính z-index được sử dụng để kiểm soát thứ tự xếp chồng của các phần tử được định vị bằng thuộc tính position trong CSS. * Giá trị mặc định của z-index là auto (0). * z-index chỉ hoạt động với các phần tử được định vị (relative, absolute, fixed, hoặc sticky). * Các phần tử có giá trị z-index dương sẽ xuất hiện phía trước và các phần tử có giá trị z-index âm sẽ xuất hiện phía sau."
47,Mô hình Hộp (Box Model) trong CSS là gì?,"Mô hình Hộp (CSS Box Model) định nghĩa cách các phần tử được định kích thước, định vị và hiển thị trên một trang web. Khi một trình duyệt tải tài liệu HTML, nó tạo một cây DOM và gán một hộp cho mỗi phần tử. Hộp này tính toán kích thước và vị trí của phần tử tương đối với phần tử cha hoặc phần tử gốc <html>, đảm bảo bố cục và khoảng cách chính xác."
48,Flexbox là gì?,"Trong CSS, Flexbox là bố cục một chiều, căn chỉnh các mục theo một hàng hoặc một cột duy nhất và phân phối không gian giữa chúng, do đó các phần tử có thể co giãn hoặc mở rộng và thu nhỏ để phù hợp với không gian có sẵn trong một container."
49,Chúng ta có thể bao gồm CSS vào trang web bằng cách nào?,Chúng ta có thể bao gồm CSS vào trang web theo các cách sau: 1. Inline CSS: Được thêm trực tiếp vào phần tử HTML bằng cách sử dụng thuộc tính style. 2. External CSS (CSS ngoài): Được viết trong một tệp .css riêng biệt và liên kết với tài liệu HTML bằng cách sử dụng thẻ <link>. 3. Internal CSS (CSS nội bộ): Được viết bên trong thẻ <style> trong phần <head> của tệp HTML. 4. Phương thức CSS @import: Chúng ta có thể nhập một tệp CSS bên ngoài vào một tệp CSS khác bằng cách sử dụng @import.
50,Bộ tiền xử lý CSS là gì?,"Bộ tiền xử lý CSS (CSS Preprocessor) là một ngôn ngữ lập trình kịch bản tạo ra Cascading Style Sheets (CSS) từ cú pháp của riêng nó. * Các bộ tiền xử lý CSS được sử dụng nhiều nhất là SASS và LESS. * SASS dựa trên ngôn ngữ Ruby, trong khi LESS dựa trên JavaScript. Chúng cung cấp một số tính năng bổ sung như tạo biến, mixin, lồng mã và một số tính năng khác để tăng cường khả năng duy trì mã."
51,Hoisting trong JavaScript là gì?,"Trong JavaScript, Hoisting là hành vi mà trong giai đoạn biên dịch, các khai báo biến và hàm được di chuyển lên đầu các phạm vi tương ứng của chúng. * Hoisting được áp dụng cho var. * Nhưng với let và const, chúng về mặt kỹ thuật vẫn được hoisted nhưng đi vào TDZ (Temporal Dead Zone) và hiển thị Reference Error, nơi chúng ta không thể truy cập chúng trước điểm khai báo."
52,Sự khác biệt giữa Chuyển đổi ngầm định và Rõ ràng trong JavaScript?,"Chuyển đổi ngầm định (Implicit Conversion / Coercion): Tự động chuyển đổi kiểu dữ liệu trong quá trình hoạt động. Được kiểm soát bởi JavaScript. Chuyển đổi chuỗi → số, boolean → số, v.v., dựa trên ngữ cảnh. Chuyển đổi rõ ràng (Explicit Conversion): Chuyển đổi kiểu dữ liệu thủ công bằng cách sử dụng các hàm tích hợp. Được kiểm soát bởi nhà phát triển. Sử dụng các phương thức như Number(), String(), Boolean(), parseInt(), v.v.."
53,Chuyển đổi kiểu ngầm định (Implicit Type Coercion) trong JavaScript là gì?,"Trong JavaScript, chuyển đổi kiểu ngầm định (Implicit Type Coercion) có thể được định nghĩa là sự chuyển đổi tự động kiểu dữ liệu của các biến từ loại này sang loại khác. Chuyển đổi kiểu ngầm định chủ yếu xảy ra khi chúng ta thực hiện các phép toán số học hoặc logic. Ví dụ: Chuỗi + Số (nối chuỗi), Boolean sang Số, So sánh bằng (==)."
54,Closures là gì?,"Một closure là một hàm có quyền truy cập vào phạm vi của nó, các biến của hàm bên ngoài và các biến toàn cục, ngay cả sau khi hàm bên ngoài đã hoàn tất việc thực thi. Điều này cho phép các hàm ""ghi nhớ"" môi trường của chúng. Ví dụ, trong hàm outer() định nghĩa outerVar và trả về hàm inner(), inner() vẫn có thể truy cập outerVar ngay cả sau khi outer() đã thực thi xong."
55,Mục đích của từ khóa 'this' trong JS là gì?,"Từ khóa this trong JavaScript là một định danh mà giá trị của nó dựa trên phạm vi của hàm hoặc biến mà nó được gọi. Hành vi phạm vi của từ khóa this thay đổi dựa trên phạm vi mà nó được sử dụng. Thông thường, this sẽ tham chiếu đến đối tượng gọi hàm."
56,Các trình duyệt đọc JSX trong React như thế nào?,"Các trình duyệt không có khả năng đọc JSX, chúng chỉ có thể đọc JavaScript thuần túy. Các trình duyệt web đọc JSX với sự trợ giúp của một trình chuyển đổi mã (transpiler). Trình chuyển đổi mã được sử dụng để chuyển đổi JSX thành JavaScript được gọi là Babel."
57,React Router là gì?,"React Router là một thư viện tiêu chuẩn để định tuyến trong React. Nó cho phép điều hướng giữa các chế độ xem của các thành phần khác nhau trong một ứng dụng React, cho phép thay đổi URL trình duyệt và giữ giao diện người dùng đồng bộ với URL. Để cài đặt React Router, sử dụng lệnh npm i react-router-dom."
58,Hooks trong React là gì?,"React Hooks được giới thiệu trong React 16.8. Với sự trợ giúp của React Hooks, chúng ta có thể sử dụng các tính năng trạng thái và vòng đời trong các thành phần hàm mà không cần sử dụng các thành phần lớp. Một số React Hooks thường được sử dụng: * useState: Cho phép các thành phần hàm quản lý trạng thái của riêng chúng. * useEffect: Cho phép thực hiện các tác dụng phụ trong các thành phần hàm, tương tự như các phương thức vòng đời trong các thành phần lớp. * useContext: Cung cấp cách truy cập các giá trị context trong các thành phần hàm. * useRef: Tạo một tham chiếu có thể thay đổi và tồn tại qua các lần render. * useMemo: Ghi nhớ kết quả của một hàm, ngăn chặn các tính toán lại không cần thiết. * useCallback: Ghi nhớ chính một hàm, hữu ích để tối ưu hóa hiệu suất khi truyền các callbacks cho các thành phần con."
59,Custom Hooks trong React là gì?,"Custom Hooks là các hàm do người dùng định nghĩa, đóng gói logic có thể tái sử dụng. Chúng tăng cường khả năng tái sử dụng và khả năng đọc mã bằng cách chia sẻ hành vi giữa các thành phần."
60,Các phương thức vòng đời trong React là gì?,Các phương thức vòng đời trong React là các phương thức đặc biệt trong thành phần lớp cho phép chúng ta chạy mã ở các giai đoạn khác nhau của vòng đời một thành phần. Có ba giai đoạn chính của vòng đời thành phần: * Mounting (Gắn kết): Khi thành phần được tạo và chèn vào DOM. * Updating (Cập nhật): Khi trạng thái hoặc props của thành phần thay đổi. * Unmounting (Tháo gỡ): Khi thành phần bị xóa khỏi DOM.
61,Các tính năng chính của Angular là gì?,"Các tính năng chính của Angular: * Liên kết dữ liệu hai chiều (Two-way data binding): Tự động đồng bộ hóa dữ liệu giữa mô hình và giao diện người dùng. * Tiêm phụ thuộc (Dependency injection): Quản lý và tiêm các phụ thuộc một cách hiệu quả để tăng cường tính mô-đun. * Mô-đun hóa (Modularization): Chia nhỏ ứng dụng thành các mô-đun nhỏ hơn, có thể tái sử dụng. * Sử dụng mẫu (Templating): Sử dụng các mẫu để định nghĩa giao diện người dùng, cung cấp các cập nhật UI động và hiệu quả. * Xử lý API RESTful (RESTful API handling): Đơn giản hóa tương tác với các dịch vụ và API RESTful."
62,Angular CLI là gì?,"Angular CLI là một công cụ giao diện dòng lệnh (command-line interface) giúp tự động hóa quy trình phát triển, bao gồm tạo, xây dựng, kiểm thử và triển khai các ứng dụng Angular."
63,Mô-đun trong Angular là gì?,"Một mô-đun trong Angular là một container cho một nhóm các thành phần, chỉ thị, pipes và dịch vụ gắn kết. Nó được định nghĩa bằng trình trang trí @NgModule."
64,Chỉ thị (directive) trong Angular là gì?,"Một chỉ thị trong Angular là một lệnh đặc biệt mở rộng chức năng HTML bằng cách gắn các hành vi tùy chỉnh vào các phần tử trong DOM. Các chỉ thị giúp thao tác cấu trúc, giao diện và hành vi của các phần tử một cách động. Angular cung cấp ba loại chỉ thị: * Chỉ thị thành phần (Component Directives): Là các chỉ thị có một template, và chúng tạo thành các khối xây dựng của ứng dụng Angular (ví dụ: @Component). * Chỉ thị cấu trúc (Structural Directives): Thay đổi bố cục bằng cách thêm hoặc xóa các phần tử khỏi DOM (ví dụ: *ngIf, *ngFor, *ngSwitch). * Chỉ thị thuộc tính (Attribute Directives): Thay đổi giao diện hoặc hành vi của một phần tử (ví dụ: ngClass, ngStyle, các chỉ thị tùy chỉnh). Ngoài ra, Angular cho phép chúng ta tạo các chỉ thị tùy chỉnh để thêm các chức năng có thể tái sử dụng và tăng cường các phần tử HTML dựa trên nhu cầu dự án cụ thể."
65,Phạm vi (scope) và Liên kết dữ liệu (Data Binding) trong AngularJS là gì?,"* Phạm vi (Scope): Phạm vi trong AngularJS là phần liên kết giữa giao diện HTML (HTML view) và bộ điều khiển JavaScript (JavaScript controller). Khi bạn thêm các thuộc tính vào đối tượng phạm vi trong bộ điều khiển JavaScript, thì giao diện HTML mới có quyền truy cập vào các thuộc tính đó. * Liên kết dữ liệu (Data Binding): Angular cung cấp một chức năng Liên kết dữ liệu giúp chúng ta có một phản ánh gần như thời gian thực của đầu vào do người dùng cung cấp, tức là nó tạo ra một kết nối giữa Model và View."
