STT,Câu hỏi,Trả lời
51,VPC (Virtual Private Cloud) là gì?,"VPC là một mạng ảo riêng dành riêng cho tài khoản đám mây của bạn, cho phép bạn khởi chạy tài nguyên trong một phần được cách ly về mặt logic của đám mây, cung cấp quyền kiểm soát định địa chỉ IP, subnet và bảo mật."
52,Bảo mật đám mây khác với bảo mật CNTT truyền thống như thế nào?,"Bảo mật đám mây tập trung vào việc bảo vệ dữ liệu, ứng dụng và cơ sở hạ tầng trong đám mây, liên quan đến trách nhiệm được chia sẻ giữa nhà cung cấp đám mây và khách hàng, trong khi bảo mật CNTT truyền thống hoàn toàn do tổ chức tự quản lý."
53,Sự khác biệt giữa mở rộng quy mô ngang và dọc?,Mở rộng quy mô ngang là thêm các instances hoặc nodes để xử lý tải tăng lên (ví dụ: thêm máy chủ). Mở rộng quy mô dọc là tăng công suất của một instance hiện có (ví dụ: nâng cấp CPU hoặc RAM).
54,CDN (Mạng phân phối nội dung) là gì?,"CDN là một mạng lưới các máy chủ phân tán phân phối nội dung web đến người dùng dựa trên vị trí địa lý của họ, giúp giảm độ trễ và cải thiện thời gian tải."
55,Vai trò của bộ cân bằng tải trong điện toán đám mây là gì?,"Bộ cân bằng tải phân phối lưu lượng mạng đến trên nhiều máy chủ để đảm bảo không có máy chủ nào bị quá tải, từ đó cải thiện tính khả dụng và độ tin cậy."
56,Chiến lược di chuyển lên đám mây là gì?,"Chiến lược di chuyển lên đám mây phác thảo quy trình chuyển ứng dụng, dữ liệu và cơ sở hạ tầng từ môi trường tại chỗ lên đám mây, với các chiến lược phổ biến bao gồm rehosting, refactoring và rearchitecting."
57,Sự khác biệt giữa IP công cộng và IP riêng tư?,IP công cộng có thể truy cập được qua internet và được sử dụng để giao tiếp với các mạng bên ngoài. IP riêng tư được sử dụng trong một mạng riêng và không thể truy cập được qua internet.
58,Sự khác biệt giữa snapshot và backup?,"Snapshot là một bản sao tại một thời điểm cụ thể của một volume lưu trữ, thường được sử dụng để khôi phục nhanh. Backup là một bản sao hoàn chỉnh của dữ liệu, thường được lưu trữ ở một vị trí khác để phục hồi sau thảm họa."
59,Sự khác biệt giữa container và máy ảo?,"Container nhẹ, có tính di động và chia sẻ kernel của hệ điều hành máy chủ. Máy ảo bao gồm một hệ điều hành đầy đủ và chạy độc lập với hệ điều hành máy chủ."
60,Vai trò của IAM (Quản lý Danh tính và Truy cập) trong bảo mật đám mây là gì?,"IAM đảm bảo chỉ những người dùng và hệ thống được ủy quyền mới có thể truy cập vào tài nguyên đám mây, bao gồm việc xác định vai trò, quyền và chính sách."
61,VPC (Virtual Private Cloud) là gì?,"VPC là một mạng ảo riêng dành riêng cho tài khoản đám mây của bạn, cho phép bạn khởi chạy tài nguyên trong một phần được cách ly về mặt logic của đám mây, cung cấp quyền kiểm soát định địa chỉ IP, subnet và bảo mật."
62,Subnet là gì và nó được sử dụng như thế nào trong VPC?,"Subnet là một dải địa chỉ IP trong một VPC, giúp tổ chức tài nguyên và kiểm soát luồng traffic bằng cách chia VPC thành các phần nhỏ hơn, dễ quản lý."
63,Security group trong điện toán đám mây là gì?,"Security group hoạt động như một tường lửa ảo cho các instances đám mây, kiểm soát lưu lượng đến và đi dựa trên các quy tắc được xác định trước."
64,Sự khác biệt giữa security group và network ACL?,Security Group hoạt động ở cấp instance và có trạng thái (stateful - tự động cho phép traffic trả về). Network ACL hoạt động ở cấp subnet và không trạng thái (stateless - yêu cầu quy tắc rõ ràng cho traffic đến và đi).
65,NAT gateway là gì và nó hoạt động như thế nào?,NAT (Network Address Translation) gateway cho phép các instances trong một subnet riêng truy cập internet trong khi ngăn internet khởi tạo kết nối với những instances đó.
66,VPN gateway là gì và nó được sử dụng như thế nào trong mạng đám mây?,VPN gateway cho phép giao tiếp an toàn giữa mạng tại chỗ và VPC đám mây thông qua một kết nối VPN được mã hóa.
67,Direct Connect trong AWS là gì?,"AWS Direct Connect là một dịch vụ thiết lập kết nối mạng chuyên dụng giữa trung tâm dữ liệu tại chỗ và AWS, mang lại hiệu suất mạng ổn định hơn so với VPN."
68,Kết nối peering trong mạng đám mây là gì?,"Kết nối peering cho phép hai VPC giao tiếp với nhau bằng địa chỉ IP riêng, như thể chúng là một phần của cùng một mạng."
69,Transit gateway là gì?,"Transit gateway đóng vai trò như một hub kết nối nhiều VPC và mạng tại chỗ, đơn giản hóa kiến trúc mạng và giảm nhu cầu về các kết nối peering phức tạp."
70,Sự khác biệt giữa public subnet và private subnet?,Public Subnet có route ra internet thông qua internet gateway. Private Subnet không có quyền truy cập trực tiếp vào internet và thường sử dụng NAT gateway cho traffic đi ra.
71,Bộ cân bằng tải là gì và nó hoạt động như thế nào?,"Bộ cân bằng tải phân phối lưu lượng mạng đến trên nhiều máy chủ để đảm bảo không có máy chủ nào bị quá tải, từ đó cải thiện tính khả dụng và độ tin cậy."
72,Sự khác biệt giữa Application Load Balancer (ALB) và Network Load Balancer (NLB)?,Application Load Balancer (ALB) hoạt động ở tầng ứng dụng (Lớp 7) và định tuyến traffic dựa trên nội dung (ví dụ: đường dẫn URL). Network Load Balancer (NLB) hoạt động ở tầng giao vận (Lớp 4) và định tuyến traffic dựa trên địa chỉ IP và cổng.
73,Bucket lưu trữ đám mây là gì?,"Bucket lưu trữ đám mây là một container để lưu trữ các objects (ví dụ: tệp, hình ảnh) trong các dịch vụ lưu trữ đối tượng như AWS S3 hoặc Google Cloud Storage."
74,"Sự khác biệt giữa lưu trữ nóng (hot), ấm (warm) và lạnh (cold)?",Lưu trữ nóng được tối ưu hóa cho dữ liệu được truy cập thường xuyên (ví dụ: AWS S3 Standard). Lưu trữ ấm được tối ưu hóa cho dữ liệu được truy cập không thường xuyên (ví dụ: AWS S3 Infrequent Access). Lưu trữ lạnh được tối ưu hóa cho dữ liệu hiếm khi được truy cập (ví dụ: AWS Glacier).
75,Snapshot đám mây là gì?,"Snapshot đám mây là một bản sao tại một thời điểm cụ thể của một volume lưu trữ, thường được sử dụng cho mục đích sao lưu và khôi phục."
76,Sự khác biệt giữa snapshot và backup?,"Snapshot là một bản sao tại một thời điểm cụ thể của volume lưu trữ, thường được lưu trữ trong cùng region. Backup là một bản sao hoàn chỉnh của dữ liệu, thường được lưu trữ ở một vị trí khác để phục hồi sau thảm họa."
77,RAID là gì và nó được sử dụng như thế nào trong lưu trữ đám mây?,"RAID (Redundant Array of Independent Disks) là một công nghệ lưu trữ kết hợp nhiều đĩa để cải thiện hiệu suất, dự phòng hoặc cả hai. Trong đám mây, RAID có thể được triển khai bằng cách sử dụng đĩa ảo."
78,Sự khác biệt giữa lưu trữ khối (block) và lưu trữ tệp (file)?,Lưu trữ khối lưu trữ dữ liệu trong các khối kích thước cố định và lý tưởng cho cơ sở dữ liệu và ứng dụng yêu cầu độ trễ thấp (ví dụ: AWS EBS). Lưu trữ tệp lưu trữ dữ liệu trong hệ thống tệp phân cấp và lý tưởng cho lưu trữ được chia sẻ (ví dụ: AWS EFS).
79,Kho dữ liệu đám mây (Cloud data warehouse) là gì?,"Kho dữ liệu đám mây là một dịch vụ được quản lý lưu trữ và phân tích khối lượng lớn dữ liệu có cấu trúc (ví dụ: AWS Redshift, Google BigQuery)."
80,Sự khác biệt giữa data lake và data warehouse?,"Data Lake lưu trữ dữ liệu thô, phi cấu trúc để phân tích trong tương lai. Data Warehouse lưu trữ dữ liệu có cấu trúc, đã được xử lý để báo cáo và phân tích."
81,Mã hóa (Encryption) là gì và tại sao nó quan trọng trong bảo mật đám mây?,Mã hóa là quá trình chuyển đổi dữ liệu sang định dạng bảo mật để ngăn chặn truy cập trái phép. Nó rất cần thiết để bảo vệ dữ liệu nhạy cảm trong đám mây.
82,Sự khác biệt giữa mã hóa khi nghỉ (encryption at rest) và mã hóa khi truyền (encryption in transit)?,Mã hóa khi nghỉ bảo vệ dữ liệu được lưu trữ trên đĩa hoặc trong cơ sở dữ liệu. Mã hóa khi truyền bảo vệ dữ liệu đang được truyền qua mạng.
83,Dịch vụ quản lý khóa (Key Management Service - KMS) là gì?,"KMS là một dịch vụ được quản lý cho phép bạn tạo, lưu trữ và quản lý các khóa mã hóa được sử dụng để bảo vệ dữ liệu trong đám mây (ví dụ: AWS KMS, Azure Key Vault)."
84,Sự khác biệt giữa mã hóa đối xứng (symmetric) và mã hóa bất đối xứng (asymmetric)?,Mã hóa đối xứng sử dụng một khóa duy nhất cho cả mã hóa và giải mã (ví dụ: AES). Mã hóa bất đối xứng sử dụng một cặp khóa (công khai và riêng tư) để mã hóa và giải mã (ví dụ: RSA).
85,Xác thực đa yếu tố (Multi-factor authentication - MFA) là gì?,MFA bổ sung một lớp bảo mật bổ sung bằng cách yêu cầu người dùng cung cấp hai hoặc nhiều hình thức nhận dạng (ví dụ: mật khẩu và mã SMS) để truy cập tài nguyên đám mây.
86,Mô hình Trách nhiệm Chung (Shared Responsibility Model) trong bảo mật đám mây là gì?,"Mô hình Trách nhiệm Chung xác định nghĩa vụ bảo mật của nhà cung cấp đám mây và khách hàng. Ví dụ: Nhà cung cấp đám mây bảo mật cơ sở hạ tầng (ví dụ: trung tâm dữ liệu vật lý). Khách hàng bảo mật dữ liệu, ứng dụng và quản lý truy cập."
87,Cloud access security broker (CASB) là gì?,"CASB là một công cụ bảo mật nằm giữa người dùng và dịch vụ đám mây để thực thi các chính sách bảo mật, giám sát hoạt động và bảo vệ dữ liệu."
88,Sự khác biệt giữa tường lửa có trạng thái (stateful) và không trạng thái (stateless)?,Tường lửa có trạng thái theo dõi trạng thái của các kết nối đang hoạt động và đưa ra quyết định dựa trên ngữ cảnh. Tường lửa không trạng thái lọc traffic dựa trên các quy tắc được xác định trước mà không theo dõi trạng thái kết nối.
89,Mô hình bảo mật Zero-trust là gì và nó áp dụng như thế nào cho đám mây?,"Mô hình zero-trust giả định rằng không có người dùng hoặc thiết bị nào được tin cậy theo mặc định, ngay cả khi họ ở trong mạng. Trong đám mây, nó liên quan đến: Xác minh danh tính nghiêm ngặt, truy cập theo nguyên tắc đặc quyền tối thiểu, giám sát và ghi nhật ký liên tục."
90,Vai trò của IAM (Quản lý Danh tính và Truy cập) trong bảo mật đám mây là gì?,"IAM đảm bảo chỉ những người dùng và hệ thống được ủy quyền mới có thể truy cập vào tài nguyên đám mây, bao gồm việc xác định vai trò, quyền và chính sách."
91,Sự khác biệt giữa cơ sở dữ liệu được quản lý (managed) và không được quản lý (unmanaged) trong đám mây?,"Cơ sở dữ liệu được quản lý: Nhà cung cấp đám mây xử lý bảo trì, sao lưu và mở rộng quy mô (ví dụ: AWS RDS). Cơ sở dữ liệu không được quản lý: Khách hàng chịu trách nhiệm bảo trì và quản lý (ví dụ: MySQL tự host)."
92,Vai trò của DevOps trong điện toán đám mây là gì?,"Các phương pháp DevOps như tích hợp liên tục, phân phối liên tục (CI/CD) và cơ sở hạ tầng dưới dạng mã (IaC) cho phép triển khai ứng dụng đám mây nhanh hơn và đáng tin cậy hơn."
93,Cơ sở hạ tầng dưới dạng mã (Infrastructure as Code - IaC) là gì và nó hoạt động như thế nào?,"IaC là phương pháp quản lý và cung cấp cơ sở hạ tầng thông qua mã (ví dụ: sử dụng Terraform hoặc AWS CloudFormation), đảm bảo tính nhất quán, khả năng mở rộng và kiểm soát phiên bản."
94,Sự khác biệt giữa triển khai blue-green và triển khai canary?,Triển khai Blue-Green: Liên quan đến việc chạy hai môi trường giống hệt nhau (blue và green). Traffic được chuyển từ môi trường này sang môi trường kia sau khi kiểm tra. Triển khai Canary: Liên quan đến việc triển khai thay đổi cho một tập hợp con nhỏ người dùng trước khi triển khai đầy đủ.
95,Định lý CAP là gì và nó áp dụng như thế nào cho cơ sở dữ liệu đám mây?,"Định lý CAP phát biểu rằng một hệ thống phân tán chỉ có thể cung cấp hai trong ba đảm bảo sau: Tính nhất quán (Consistency), Tính khả dụng (Availability) và Khả năng chịu phân vùng (Partition Tolerance). Nó giúp thiết kế các ứng dụng đám mây có khả năng phục hồi."
96,Sự khác biệt giữa sao chép đồng bộ (synchronous) và không đồng bộ (asynchronous)?,"Sao chép đồng bộ: Dữ liệu được ghi vào nhiều vị trí đồng thời, đảm bảo tính nhất quán nhưng có khả năng làm tăng độ trễ. Sao chép không đồng bộ: Dữ liệu được ghi vào vị trí chính trước, sau đó sao chép sang các vị trí khác, làm giảm độ trễ nhưng có nguy cơ mất dữ liệu."
97,Vai trò của một kiến trúc sư đám mây (cloud architect) là gì?,"Kiến trúc sư đám mây thiết kế và triển khai các giải pháp đám mây, đảm bảo chúng đáp ứng các yêu cầu kinh doanh, có thể mở rộng, bảo mật và tiết kiệm chi phí."
98,Sự khác biệt giữa hot standby và cold standby?,Hot Standby: Một hệ thống dự phòng luôn chạy và sẵn sàng tiếp quản ngay lập tức trong trường hợp hỏng hóc. Cold Standby: Một hệ thống dự phòng yêu cầu can thiệp thủ công để khởi động trong trường hợp hỏng hóc.
99,Sự khác biệt giữa kiến trúc nguyên khối và microservices?,"Kiến trúc nguyên khối là một ứng dụng thống nhất, duy nhất nơi tất cả các thành phần được kết hợp chặt chẽ. Kiến trúc microservices chia một ứng dụng thành các dịch vụ nhỏ hơn, độc lập giao tiếp thông qua API."
100,Vai trò của API gateway trong điện toán đám mây là gì?,"API gateway đóng vai trò là điểm vào duy nhất để quản lý, bảo mật và định tuyến các yêu cầu API giữa client và các dịch vụ backend."
101,Bạn sẽ thiết kế một kiến trúc đám mây có tính sẵn sàng cao và chịu lỗi như thế nào?,"Để thiết kế một kiến trúc có tính sẵn sàng cao và chịu lỗi, cần sử dụng nhiều Vùng sẵn sàng (AZs) để dự phòng, triển khai tự động mở rộng quy mô và cân bằng tải, sử dụng các dịch vụ được quản lý như RDS cho cơ sở dữ liệu, sao lưu dữ liệu thường xuyên và kiểm tra các kế hoạch khôi phục sau thảm họa."
102,Điện toán serverless là gì và nó hoạt động như thế nào?,"Điện toán serverless cho phép các nhà phát triển xây dựng và chạy ứng dụng mà không cần quản lý máy chủ. Nhà cung cấp đám mây tự động cung cấp, mở rộng quy mô và quản lý cơ sở hạ tầng (ví dụ: AWS Lambda)."
103,Bạn tối ưu hóa chi phí trong môi trường đám mây như thế nào?,"Các chiến lược tối ưu hóa chi phí bao gồm sử dụng instances dự trữ cho khối lượng công việc có thể dự đoán được, triển khai tự động mở rộng quy mô để phù hợp với nhu cầu, thường xuyên xem xét và xóa các tài nguyên không sử dụng, tận dụng spot instances cho các khối lượng công việc không quan trọng."
104,Kubernetes là gì và nó liên quan như thế nào đến điện toán đám mây?,"Kubernetes là một nền tảng điều phối container mã nguồn mở tự động hóa việc triển khai, mở rộng quy mô và quản lý các ứng dụng được đóng gói trong container. Nó được sử dụng rộng rãi trong các môi trường đám mây để quản lý microservices."
105,Bạn đảm bảo bảo mật dữ liệu trong đám mây như thế nào?,"Các biện pháp bảo mật dữ liệu bao gồm mã hóa dữ liệu khi nghỉ và khi truyền, triển khai các chính sách IAM (Quản lý Danh tính và Truy cập), thường xuyên kiểm tra và giám sát nhật ký truy cập, sử dụng xác thực đa yếu tố (MFA)."
