STT,Câu hỏi,Trả lời
11,Promise là gì và giải thích các trạng thái của nó?,"Callback functions là các hàm có thể được truyền cho một hàm khác dưới dạng đối số và được thực thi ở đó để hoàn thành một quy trình hoặc hành động. Những hàm đó phụ thuộc lẫn nhau, vì vậy nó có thể trở nên khá lộn xộn với rất nhiều hàm callback lồng vào nhiều lớp, điều này được gọi là callback hell. Thay thế cho callback trong JavaScript, promises được sử dụng để xử lý các hoạt động bất đồng bộ. Ngoài việc xử lý nhiều hoạt động bất đồng bộ, chúng cung cấp khả năng xử lý lỗi tốt hơn so với callback. Đối tượng Promise đại diện cho kết quả của một hoạt động bất đồng bộ (hoặc thất bại của nó) và giá trị kết quả. Promise ở một trong các trạng thái sau: Pending (Đang chờ): Ở trạng thái ban đầu, chưa được hoàn thành cũng như chưa bị từ chối.Fulfilled (Đã hoàn thành): Cho biết hoạt động đã thành công.Rejected (Đã từ chối): Cho biết hoạt động đã thất bại."
12,Giải thích RESTful API và cách sử dụng của nó.,"REST API (Representational State Transfer API) là một loại API (Application Programming Interface) cho phép giao tiếp giữa các hệ thống khác nhau qua internet. REST APIs hoạt động bằng cách gửi yêu cầu và nhận phản hồi, thường ở định dạng JSON, giữa máy khách và máy chủ. REST APIs sử dụng các phương thức HTTP (như GET, POST, PUT, DELETE) để định nghĩa các hành động có thể được thực hiện trên tài nguyên. Các phương thức này phù hợp với các hoạt động CRUD (Create, Read, Update, Delete), được sử dụng để thao tác tài nguyên trên web. Một yêu cầu được gửi từ máy khách đến máy chủ qua URL web, sử dụng một trong các phương thức HTTP. Máy chủ sau đó phản hồi bằng tài nguyên được yêu cầu, có thể là HTML, XML, Hình ảnh hoặc JSON, với JSON là định dạng được sử dụng phổ biến nhất cho các dịch vụ web hiện đại."
13,Nêu sự khác biệt giữa GET và POST?,"GET và POST là hai phương thức yêu cầu HTTP khác nhau. GET: Mục đích: Truy xuất (đọc) dữ liệu từ máy chủ.Body yêu cầu: Không có body yêu cầu; tất cả dữ liệu nằm trong chuỗi truy vấn URL (sau ?).Tính bất biến (Idempotency): Có tính bất biến — nhiều yêu cầu GET giống hệt nhau không có tác dụng phụ (đọc an toàn).Caching: Các phản hồi có thể được lưu vào bộ nhớ cache theo mặc định (trừ khi tiêu đề nói khác).Trường hợp sử dụng: Lấy trang, hình ảnh, dữ liệu; truy vấn tìm kiếm.POST: Mục đích: Gửi (tạo hoặc gửi) dữ liệu đến máy chủ.Body yêu cầu: Có thể bao gồm body yêu cầu (JSON, form-data, XML, v.v.).Tính bất biến (Idempotency): Không có tính bất biến — gửi hai lần có thể tạo ra các bản sao hoặc tác dụng phụ.Caching: Không thể lưu vào bộ nhớ cache theo mặc định (trừ khi được cho phép rõ ràng).Trường hợp sử dụng: Gửi biểu mẫu (đăng nhập, đăng ký); tải lên tệp; tạo hoặc cập nhật tài nguyên."
14,Sự khác biệt giữa phương thức PUT và PATCH?,"PUT: Mục đích: Dùng để cập nhật hoặc thay thế toàn bộ một tài nguyên.Xử lý dữ liệu: Yêu cầu máy khách gửi toàn bộ biểu diễn tài nguyên.Xử lý lỗi: Nếu tài nguyên không tồn tại, có thể tạo một tài nguyên mới (tùy thuộc vào cách triển khai).Hiệu suất: Kém hiệu quả hơn đối với các tài nguyên lớn, vì toàn bộ tài nguyên được gửi đi.Body yêu cầu: Chứa toàn bộ biểu diễn tài nguyên.Trường hợp sử dụng: Tốt nhất để thay thế hoàn toàn một tài nguyên (ví dụ: cập nhật hồ sơ người dùng).Ví dụ: PUT /users/1 với toàn bộ dữ liệu người dùng sẽ cập nhật toàn bộ tài nguyên người dùng.PATCH: Mục đích: Dùng để áp dụng các sửa đổi một phần cho một tài nguyên.Xử lý dữ liệu: Chỉ yêu cầu gửi các thay đổi (delta), không phải toàn bộ tài nguyên.Xử lý lỗi: Thường chỉ được sử dụng cho các tài nguyên hiện có; có thể thất bại nếu tài nguyên không tồn tại.Hiệu suất: Hiệu quả hơn đối với các thay đổi nhỏ, vì chỉ gửi dữ liệu cần thiết.Body yêu cầu: Chỉ chứa các trường hoặc dữ liệu cần cập nhật.Trường hợp sử dụng: Tốt nhất để thực hiện các cập nhật nhỏ (ví dụ: thay đổi địa chỉ email của người dùng).Ví dụ: PATCH /users/1 với { ""email"": ""new@example.com"" } chỉ cập nhật email."
15,Event bubbling và capturing trong JavaScript là gì?,"Event Flow trong JavaScript là sự lan truyền của các sự kiện bên trong DOM (Document Object Model), định nghĩa thứ tự hoặc chuỗi mà một trang web cụ thể nhận được một sự kiện. Sự lan truyền sự kiện (event propagation) trong JS phụ thuộc vào các khía cạnh sau: Event Bubbling: Sự kiện được bắt và xử lý đầu tiên bởi phần tử trong cùng, sau đó lan truyền ra phần tử ngoài cùng. Các sự kiện lan truyền lên cây DOM từ các phần tử con cho đến khi phần tử ngoài cùng nhất được xử lý.Event Capturing: Sự kiện được bắt và xử lý đầu tiên bởi phần tử ngoài cùng, sau đó lan truyền vào phần tử trong cùng. Các chu kỳ sự kiện lan truyền bắt đầu từ các phần tử bao bọc và kết thúc bằng các phần tử đích đã khởi tạo chu kỳ sự kiện."
16,Giải thích ý nghĩa của đa luồng (multithreading)?,"Luồng (thread) là một phần hoặc đơn vị độc lập của một tiến trình (hoặc một ứng dụng) đang được thực thi. Khi nhiều luồng thực thi trong một tiến trình cùng một lúc, chúng ta gọi đây là ""đa luồng"" (multithreading). Bạn có thể coi đây là một cách để ứng dụng thực hiện nhiều tác vụ cùng lúc. Ưu điểm: Tài nguyên tính toán cũng được tối thiểu hóa và sử dụng hiệu quả hơn.Thời gian phản hồi của ứng dụng được cải thiện vì các yêu cầu từ một luồng không chặn các yêu cầu từ các luồng khác.Nếu một trong các luồng gặp ngoại lệ, nó sẽ không ảnh hưởng đến các luồng khác.Đa luồng sử dụng ít tài nguyên hơn so với việc chạy nhiều tiến trình đồng thời.Chi phí, thời gian sử dụng và quản lý liên quan đến việc tạo tiến trình cao hơn nhiều so với việc tạo và quản lý luồng."
17,Sự khác biệt giữa == và === trong JavaScript là gì?,"== (Toán tử bằng không chặt chẽ): So sánh các giá trị với nhau trực tiếp, thực hiện chuyển đổi kiểu nếu cần trước (ví dụ: '5' == 5 → true).=== (Toán tử bằng chặt chẽ): So sánh chặt chẽ các giá trị và kiểu với nhau. Không có chuyển đổi kiểu nào được thực hiện với toán tử này. Ví dụ, nếu bạn cố gắng so sánh một chuỗi và một số, kết quả sẽ luôn là false, bất kể giá trị là gì: '5' === 5 → false."
18,Sự khác biệt giữa Cơ sở dữ liệu Quan hệ và Phi quan hệ?,Cơ sở dữ liệu quan hệ (Relational Database): Được sử dụng để xử lý dữ liệu đến với tốc độ thấp.Chỉ cung cấp khả năng mở rộng đọc.Quản lý dữ liệu có cấu trúc.Dữ liệu đến từ một hoặc vài vị trí.Hỗ trợ các giao dịch phức tạp.Có một điểm lỗi duy nhất.Xử lý dữ liệu với khối lượng ít.Hỗ trợ tuân thủ các thuộc tính ACID.Được triển khai theo chiều dọc.Cơ sở dữ liệu phi quan hệ (Non-Relational Database): Được sử dụng để xử lý dữ liệu đến với tốc độ cao.Cung cấp cả khả năng mở rộng đọc và ghi.Quản lý tất cả các loại dữ liệu.Dữ liệu đến từ nhiều vị trí.Hỗ trợ các giao dịch đơn giản.Không có điểm lỗi duy nhất.Xử lý dữ liệu với khối lượng lớn.Không hỗ trợ các thuộc tính ACID.Được triển khai theo chiều ngang.
19,Bạn sẽ xử lý xác thực người dùng trong một ứng dụng web như thế nào?,"Có nhiều cách để xử lý xác thực, từ xác thực đơn giản đến oAuth. Lựa chọn phù hợp phụ thuộc vào nhu cầu nghiệp vụ cụ thể của bạn. Một ví dụ điển hình là sử dụng JWT (JSON Web Token) để xác thực một trang web với một RESTful API theo quy trình sau: Frontend: Hiển thị một biểu mẫu đăng nhập để thu thập thông tin đăng nhập từ người dùng.Backend: Xác minh thông tin đăng nhập với cơ sở dữ liệu và nếu hợp lệ, tạo một token đã ký và trả về trong phản hồi.Kết nối an toàn: Từ thời điểm này, frontend sẽ gửi token trong mọi yêu cầu và backend sẽ xác thực nó để đảm bảo đó là người dùng hợp lệ và đã được xác thực.Các phương pháp bảo mật tốt nhất: Đảm bảo mật khẩu của bạn được băm (ví dụ: với bcrypt) và sử dụng HTTPS cho kênh truyền dữ liệu an toàn."
20,Sự khác biệt giữa Xác thực (Authentication) và Ủy quyền (Authorization)?,
21,Mục đích của tệp package.json trong một dự án Node.js là gì?,"Tệp package.json trong một dự án Node.js có nhiều công dụng. Nó định nghĩa siêu dữ liệu của dự án, như tên, phiên bản và mô tả. Nó cũng liệt kê các dependencies và devDependencies cần thiết để chạy hoặc phát triển ứng dụng, cũng như các script cho các tác vụ như xây dựng, kiểm thử hoặc chạy ứng dụng (và bất kỳ script tùy chỉnh nào bạn muốn thêm). Cuối cùng, nó đảm bảo cài đặt có thể tái tạo bằng cách cho phép lệnh npm install kéo các dependencies nhất quán, đảm bảo bạn có thể dễ dàng chuyển dự án của mình sang các hệ thống khác."
22,Callback Hell là gì?,"Callback Hell, hay Pyramid of Doom, là một anti-pattern phổ biến trong mã lập trình bất đồng bộ (nhiều hàm chạy cùng lúc). Thuật ngữ này mô tả một số lượng lớn các câu lệnh ""if"" hoặc các hàm lồng nhau. Nói một cách đơn giản, Callback hell là tình huống bạn có nhiều hàm bất đồng bộ phụ thuộc lẫn nhau, dẫn đến rất nhiều hàm callback lồng vào nhiều lớp, khiến mã khó đọc và khó bảo trì. Điều này cũng làm cho việc xác định luồng của ứng dụng trở nên khó khăn hơn, đây là trở ngại chính cho việc gỡ lỗi."
23,Nêu sự khác biệt giữa chuẩn hóa (normalization) và phi chuẩn hóa (denormalization).,
24,Temporal Dead Zone trong ES6 có nghĩa là gì?,"Trước ES6, khai báo biến chỉ có thể thực hiện bằng var. Với ES6, chúng ta có let và const. Cả khai báo let và const đều có phạm vi khối (block-scoped), tức là chúng chỉ có thể được truy cập trong phạm vi { } bao quanh chúng. Ngược lại, var không có hạn chế như vậy. Không giống như var có thể được truy cập trước khi khai báo, bạn không thể truy cập các biến let hoặc const cho đến khi chúng được khởi tạo với một giá trị nào đó. Temporal Dead Zone (Vùng Chết Tạm thời) là khoảng thời gian từ khi bắt đầu thực thi một khối trong đó các biến let hoặc const được khai báo cho đến khi các biến này được khởi tạo. Nếu bất kỳ ai cố gắng truy cập các biến đó trong vùng đó, Javascript sẽ luôn ném lỗi tham chiếu. Cả biến let và const đều nằm trong TDZ từ thời điểm phạm vi bao quanh của chúng bắt đầu cho đến thời điểm chúng được khai báo."
25,Giải thích mục đích của hệ thống kiểm soát phiên bản và quy trình làm việc của Git?,"Mục đích của hệ thống kiểm soát phiên bản: Hệ thống kiểm soát phiên bản (Version control system) theo dõi các thay đổi trong mã, cho phép cộng tác và cho phép quay lại các phiên bản trước.Ví dụ về Quy trình làm việc của Git: Clone kho lưu trữ: git clone <repo_url>.Tạo một nhánh: git checkout -b feature-branch.Thực hiện thay đổi và đưa vào khu vực chuẩn bị: git add ..Commit thay đổi: git commit -m ""Add feature"".Push lên kho lưu trữ từ xa: git push origin feature-branch.Tạo yêu cầu kéo (pull request) để xem xét.Hợp nhất nhánh vào nhánh chính sau khi được phê duyệt."
26,WebSockets là gì và chúng khác gì so với yêu cầu HTTP?,"WebSockets: Là một giao thức để giao tiếp song công hoàn toàn (full-duplex) giữa máy khách và máy chủ qua một kết nối persistent duy nhất.Khác biệt so với yêu cầu HTTP: HTTP: Mô hình yêu cầu-phản hồi; máy khách khởi tạo mọi tương tác.WebSockets: Kết nối persistent, cho phép giao tiếp hai chiều, thời gian thực (ví dụ: trò chuyện trực tiếp, thông báo). Ví dụ: HTTP: Gửi yêu cầu tin nhắn mới lặp đi lặp lại (polling). WebSocket: Máy chủ đẩy tin nhắn mới khi chúng đến."
13,Mô tả khái niệm kiến trúc MVC,"MVC là một mẫu thiết kế để tổ chức mã thành ba lớp: Model: Xử lý dữ liệu và logic nghiệp vụ (ví dụ: tương tác cơ sở dữ liệu).View: Hiển thị dữ liệu cho người dùng (ví dụ: HTML, template).Controller: Quản lý đầu vào của người dùng và giao tiếp giữa Model và View. Luồng hoạt động: Người dùng tương tác với View → Controller xử lý đầu vào → Cập nhật Model → Các thay đổi được phản ánh trong View."
27,Bạn sử dụng Postman để kiểm tra API như thế nào?,"Tạo yêu cầu: Nhập điểm cuối API (API endpoint), phương thức (GET, POST, v.v.) và tiêu đề.Gửi dữ liệu: Thêm tham số truy vấn (query params), body (JSON, form data) hoặc tiêu đề.Gửi yêu cầu: Nhấp vào ""Send"" để xem phản hồi.Collections: Nhóm các yêu cầu để kiểm tra quy trình làm việc hoặc môi trường.Assertions: Sử dụng tab Tests để viết script (JavaScript) nhằm tự động xác thực phản hồi. Ví dụ: pm.test(""Status is 200"", () => { pm.response.to.have.status(200); });."
28,Bạn gỡ lỗi một vấn đề xảy ra ở cả frontend và backend như thế nào?,"Tái tạo vấn đề: Xác định khi nào và ở đâu nó xảy ra.Gỡ lỗi frontend: Sử dụng DevTools của trình duyệt để kiểm tra yêu cầu mạng (ví dụ: kiểm tra mã trạng thái HTTP, tải trọng). Kiểm tra lỗi console để tìm manh mối.Gỡ lỗi backend: Kiểm tra nhật ký máy chủ để tìm lỗi hoặc nhật ký theo dõi cho yêu cầu. Thêm điểm dừng (breakpoints) hoặc sử dụng trình gỡ lỗi (ví dụ: Node.js Inspector).Điểm giao tiếp: Xác minh các điểm cuối API, cấu trúc tải trọng và định dạng dữ liệu.Kiểm thử end-to-end: Kiểm thử quy trình làm việc với các công cụ như Postman để cô lập lớp gây ra vấn đề."
29,!DOCTYPE là gì?,"Một doctype hoặc document-type declaration là một chỉ thị cho trình duyệt web biết về ngôn ngữ đánh dấu mà trang hiện tại được viết. Doctype không phải là một phần tử hay thẻ, nó cho trình duyệt biết về phiên bản hoặc tiêu chuẩn của HTML hoặc bất kỳ ngôn ngữ đánh dấu nào khác đang được sử dụng trong tài liệu. DOCTYPE cho HTML5 là không phân biệt chữ hoa chữ thường và có thể được viết như sau: <!DOCTYPE html>."
30,Các phần tử (elements) và thẻ (tags) trong HTML là gì?,"HTML Tags: Thẻ là các phần bắt đầu và kết thúc của một phần tử HTML. Chúng bắt đầu bằng ký hiệu < và kết thúc bằng ký hiệu >. Bất cứ thứ gì được viết bên trong < và > đều được gọi là thẻ. Cú pháp: <b>.HTML Elements: Phần tử bao gồm nội dung giữa các thẻ. Chúng bao gồm một loại cấu trúc hoặc biểu thức. Nó thường bao gồm một thẻ bắt đầu, nội dung và một thẻ kết thúc. Cú pháp: <b>This is the content.</b>."
31,Các thẻ tiêu đề khác nhau và tầm quan trọng của chúng?,"Có 6 cấp độ tiêu đề được định nghĩa bởi HTML. Sáu phần tử tiêu đề này là H1, H2, H3, H4, H5 và H6; với H1 ở cấp cao nhất và H6 ở cấp thấp nhất. Tầm quan trọng của tiêu đề: Các công cụ tìm kiếm sử dụng tiêu đề để lập chỉ mục cấu trúc và nội dung của trang web.Các tiêu đề được sử dụng để làm nổi bật các chủ đề quan trọng.Chúng cung cấp thông tin có giá trị và cho chúng ta biết về cấu trúc của tài liệu."
32,Làm thế nào để chuyển hướng đến một phần cụ thể của trang bằng HTML?,"Bạn có thể sử dụng thẻ neo (anchor tag) để chuyển hướng đến một phần cụ thể trên cùng một trang. Bạn cần thêm ""thuộc tính id"" vào phần bạn muốn hiển thị và sử dụng cùng id đó trong thuộc tính href với ""#"" trong thẻ neo. Để khi nhấp vào một liên kết cụ thể, bạn sẽ được chuyển hướng đến phần có cùng id được đề cập trong thẻ neo. Cú pháp: <a href=""#home_section"">home</a><section id=""home_section""> Information About Page</section>."
34,Thuộc tính (attributes) là gì?,Một thuộc tính được sử dụng để cung cấp thông tin bổ sung hoặc thêm về một phần tử. Tất cả các phần tử HTML đều có thể có thuộc tính. Thuộc tính cung cấp thông tin bổ sung về một phần tử.Nó nhận 2 tham số là tên và giá trị. Chúng định nghĩa các thuộc tính của phần tử và được đặt bên trong thẻ mở của phần tử. Tham số tên nhận tên thuộc tính chúng ta muốn gán cho phần tử và giá trị nhận giá trị thuộc tính hoặc phạm vi của các tên thuộc tính có thể được căn chỉnh trên phần tử.Mọi tên đều có một giá trị phải được viết trong dấu ngoặc kép.
35,"Thẻ <b> và <strong> có giống nhau không? Nếu không, tại sao?","Không, chúng không giống nhau. Thẻ HTML <strong>: Được sử dụng để thể hiện tầm quan trọng của văn bản bằng cách in đậm hoặc làm nổi bật nó về mặt ngữ nghĩa.Thẻ HTML <b> (bold tag): Cũng là một trong các phần tử định dạng của HTML. Văn bản được viết dưới thẻ <b> làm cho văn bản in đậm về mặt trình bày để thu hút sự chú ý. Sự khác biệt chính giữa thẻ <b> và <strong> là thẻ <strong> nhấn mạnh ý nghĩa của từ hoặc phần văn bản quan trọng trong khi thẻ <b> chỉ đơn giản là văn bản được định kiểu theo quy ước thành in đậm."
36,Thẻ <em> và <i> là gì?,"Thẻ <i>: Được sử dụng để định nghĩa một đoạn văn bản theo thuật ngữ kỹ thuật, tâm trạng hoặc giọng điệu thay thế, một suy nghĩ, v.v.. Về mặc định, nó được định kiểu nghiêng để thể hiện tâm trạng hoặc giọng điệu thay thế.Thẻ <em>: Được sử dụng để định nghĩa văn bản hoặc câu lệnh nhấn mạnh. Về mặc định, nó được định kiểu nghiêng để nhấn mạnh về mặt ngữ nghĩa."
37,Bình luận được thêm vào HTML như thế nào?,Thẻ bình luận (<!-- Comment -->) được sử dụng để chèn bình luận vào mã HTML. Có hai loại bình luận trong HTML là: Bình luận một dòng.Bình luận nhiều dòng.
38,Sự khác biệt giữa các phần tử block và inline?,
39,Thẻ <div> và <span> có tương tự nhau không?,"Cả hai thẻ (<div> và <span>) đều được sử dụng để đại diện cho một phần của trang web. Thẻ <div> được sử dụng như một thành phần cấp khối (block component), và thẻ <span> được sử dụng như một thành phần nội dòng (inline component). Thẻ <div>: Là thẻ cấp khối và được sử dụng trong HTML để tạo các phân chia nội dung trên trang web (văn bản, hình ảnh, tiêu đề, chân trang, thanh điều hướng, v.v.). Thẻ Div có cả thẻ mở (<div>) và thẻ đóng (</div>), và việc đóng thẻ là bắt buộc.Thẻ <span>: Là một container nội dòng chung cho các phần tử và nội dung nội dòng. Nó được sử dụng để nhóm các phần tử cho mục đích tạo kiểu (bằng cách sử dụng các thuộc tính class hoặc id). Một cách tốt hơn để sử dụng nó là khi không có phần tử ngữ nghĩa nào khác có sẵn."
39,Sự khác biệt giữa thẻ <div> & <span>?,
40,Sự khác biệt giữa class và id?,Thuộc tính id: Là một định danh duy nhất được sử dụng để chỉ định tài liệu. Nó được sử dụng bởi CSS (với ký hiệu # theo sau id) và JavaScript để thực hiện một tác vụ nhất định cho một phần tử duy nhất.Thuộc tính class: Được sử dụng để chỉ định một hoặc nhiều tên lớp cho một phần tử HTML. Thuộc tính class có thể được sử dụng trên bất kỳ phần tử HTML nào. Tên lớp có thể được sử dụng bởi CSS (với ký hiệu . ) và JavaScript để thực hiện các tác vụ nhất định cho các phần tử có tên lớp đã chỉ định.
41,Các thẻ meta là gì? Chúng quan trọng như thế nào?,"Thẻ <meta> trong HTML cung cấp thông tin về tài liệu HTML. Nói một cách đơn giản, nó cung cấp thông tin quan trọng về một tài liệu. Các thẻ này chủ yếu được sử dụng để thêm các cặp tên/giá trị để mô tả các thuộc tính của tài liệu HTML, chẳng hạn như ngày hết hạn, tên tác giả, danh sách từ khóa, tác giả tài liệu, v.v.. Các điểm chính: Nội dung thẻ <meta> không hiển thị trên trình duyệt của bạn và được thêm vào bên trong thẻ <head>.Chúng chỉ được sử dụng để cung cấp thông tin bổ sung về tài liệu HTML.Các thẻ <meta> được thêm vào tài liệu HTML của chúng ta cho mục đích Tối ưu hóa Công cụ Tìm kiếm (SEO)."
