STT,Câu hỏi,Trả lời
43,SAVEPOINT trong SQL là gì?,"SAVEPOINT là điểm đánh dấu trong giao dịch, cho phép quay lại một trạng thái cụ thể mà không hủy toàn bộ giao dịch."
44,Deadlock trong SQL là gì?,"Deadlock là tình trạng hai hoặc nhiều giao dịch chờ nhau để giải phóng tài nguyên, dẫn đến kẹt cứng."
45,Làm thế nào để tránh Deadlock?,"Tránh Deadlock bằng: Truy cập tài nguyên theo thứ tự nhất định, sử dụng khóa cấp thấp, giảm thời gian giữ khóa, dùng cơ chế phát hiện và giải quyết Deadlock."
46,Concurrency Control trong SQL là gì?,"Concurrency Control quản lý nhiều giao dịch truy cập đồng thời để đảm bảo tính toàn vẹn và tránh xung đột, sử dụng khóa hoặc phiên bản hóa."
47,Các mức độ cô lập giao dịch (Transaction Isolation Levels) là gì?,Các mức độ cô lập: Read Uncommitted: Cho phép đọc dữ liệu chưa commit. Read Committed: Chỉ đọc dữ liệu đã commit. Repeatable Read: Đảm bảo đọc lặp lại không thay đổi. Serializable: Cô lập hoàn toàn các giao dịch.
48,Dirty Read là gì?,"Dirty Read là khi giao dịch đọc dữ liệu chưa được commit từ giao dịch khác, có thể bị rollback, dẫn đến dữ liệu không chính xác."
49,Non-repeatable Read là gì?,Non-repeatable Read là khi giao dịch đọc cùng bản ghi nhiều lần nhưng nhận giá trị khác nhau do giao dịch khác cập nhật.
50,Phantom Read là gì?,"Phantom Read là khi giao dịch đọc tập hợp bản ghi, nhưng giao dịch khác chèn/xóa bản ghi, làm thay đổi kết quả khi đọc lại."
51,Data Warehouse là gì?,"Data Warehouse là hệ thống lưu trữ dữ liệu lớn, tối ưu hóa cho phân tích và báo cáo, chứa dữ liệu lịch sử từ nhiều nguồn."
52,OLTP và OLAP khác nhau thế nào?,"OLTP (Online Transaction Processing): Xử lý giao dịch thời gian thực, tối ưu cho ghi/đọc nhanh. OLAP (Online Analytical Processing): Xử lý phân tích dữ liệu phức tạp, tối ưu cho truy vấn báo cáo."
53,Data Mart là gì?,"Data Mart là tập con của Data Warehouse, tập trung vào một lĩnh vực cụ thể (như bán hàng, tài chính) để hỗ trợ phân tích."
54,ETL trong SQL là gì?,"ETL (Extract, Transform, Load) là quá trình trích xuất dữ liệu từ nguồn, chuyển đổi để phù hợp định dạng, và nạp vào Data Warehouse."
55,Các loại lược đồ cơ sở dữ liệu là gì?,Lược đồ ngôi sao: Bảng sự kiện trung tâm kết nối với bảng chiều. Lược đồ bông tuyết: Lược đồ ngôi sao được chuẩn hóa thêm. Lược đồ thiên hà: Nhiều bảng sự kiện chia sẻ bảng chiều.
56,View vật lý hóa (Materialized View) là gì?,"Materialized View là View lưu trữ dữ liệu vật lý, được làm mới định kỳ, cải thiện hiệu suất truy vấn so với View thông thường."
57,Sự khác biệt giữa View và Materialized View là gì?,"View: Bảng ảo, không lưu trữ dữ liệu, được tạo từ truy vấn. Materialized View: Lưu trữ dữ liệu vật lý, cần làm mới để cập nhật."
58,SQL Injection là gì?,"SQL Injection là kỹ thuật tấn công chèn mã SQL độc hại vào truy vấn, nhằm truy cập hoặc thao tác dữ liệu trái phép."
59,Làm thế nào để ngăn chặn SQL Injection?,"Ngăn chặn SQL Injection bằng: Sử dụng câu lệnh chuẩn bị (Prepared Statements), kiểm tra đầu vào người dùng, sử dụng ORM, hạn chế quyền truy cập cơ sở dữ liệu."
60,Hàm chuỗi (String Function) trong SQL là gì?,"Hàm chuỗi thao tác trên dữ liệu chuỗi, như CONCAT, SUBSTRING, UPPER, LOWER, TRIM, LENGTH."
61,Hàm ngày giờ (Date Function) trong SQL là gì?,"Hàm ngày giờ thao tác trên dữ liệu ngày giờ, như CURRENT_DATE, DATEADD, DATEDIFF, TO_DATE, EXTRACT."
62,Hàm số (Numeric Function) trong SQL là gì?,"Hàm số thực hiện tính toán số học, như ROUND, CEIL, FLOOR, ABS, POWER."
63,Hàm chuyển đổi kiểu (Conversion Function) trong SQL là gì?,"Hàm chuyển đổi kiểu chuyển đổi dữ liệu giữa các kiểu, như CAST, CONVERT, TO_CHAR, TO_NUMBER."
64,Hàm điều kiện (Conditional Function) trong SQL là gì?,"Hàm điều kiện trả về giá trị dựa trên điều kiện, như CASE, COALESCE, NULLIF, DECODE (Oracle)."
65,Common Table Expression (CTE) là gì?,"CTE là tập kết quả tạm thời được đặt tên trong truy vấn, giúp đơn giản hóa truy vấn phức tạp và cải thiện khả năng đọc."
66,Recursive CTE là gì?,"Recursive CTE là CTE tự tham chiếu, dùng để xử lý dữ liệu phân cấp hoặc đệ quy, như cây tổ chức hoặc đồ thị."
67,Window Function trong SQL là gì?,"Window Function thực hiện tính toán trên tập hợp bản ghi (window) mà không nhóm chúng, như ROW_NUMBER, RANK, SUM OVER, AVG OVER."
68,"Sự khác biệt giữa RANK, DENSE_RANK và ROW_NUMBER là gì?","RANK: Gán thứ hạng, bỏ qua thứ hạng tiếp theo nếu có giá trị bằng nhau. DENSE_RANK: Gán thứ hạng liên tục, không bỏ qua. ROW_NUMBER: Gán số thứ tự duy nhất cho mỗi hàng."
69,PARTITION BY trong Window Function là gì?,PARTITION BY chia tập kết quả thành các nhóm (partition) để áp dụng Window Function riêng biệt cho mỗi nhóm.
70,Làm thế nào để tối ưu hóa truy vấn SQL?,"Tối ưu hóa truy vấn SQL bằng: Sử dụng Index phù hợp, viết truy vấn hiệu quả, tránh SELECT *, sử dụng JOIN thay vì subquery khi thích hợp, phân tích kế hoạch thực thi."
71,Explain Plan trong SQL là gì?,"Explain Plan là công cụ hiển thị kế hoạch thực thi của truy vấn SQL, giúp xác định cách cơ sở dữ liệu xử lý truy vấn và tìm điểm tối ưu hóa."
72,Database Schema là gì?,"Database Schema là cấu trúc logic định nghĩa cách tổ chức dữ liệu, bao gồm bảng, cột, kiểu dữ liệu và mối quan hệ."
73,Role-based Access Control (RBAC) trong SQL là gì?,"RBAC là cơ chế kiểm soát truy cập dựa trên vai trò, gán quyền cho vai trò và gán vai trò cho người dùng để quản lý truy cập dữ liệu."
74,Grant và Revoke trong SQL là gì?,"GRANT: Cấp quyền truy cập (như SELECT, INSERT) cho người dùng hoặc vai trò. REVOKE: Thu hồi quyền đã cấp."
75,Database Trigger dùng để làm gì?,"Database Trigger tự động thực thi hành động khi sự kiện (INSERT, UPDATE, DELETE) xảy ra, dùng để thực thi logic nghiệp vụ hoặc đảm bảo tính toàn vẹn."
76,Các loại Trigger trong SQL là gì?,Row-level Trigger: Thực thi cho mỗi hàng bị ảnh hưởng. Statement-level Trigger: Thực thi một lần cho mỗi câu lệnh SQL. BEFORE Trigger: Thực thi trước sự kiện. AFTER Trigger: Thực thi sau sự kiện.
77,Sự khác biệt giữa truy vấn giao dịch (Transactional Queries) và truy vấn phân tích (Analytical Queries) là gì?,"Truy vấn giao dịch: Xử lý thao tác dữ liệu thời gian thực (INSERT, UPDATE, DELETE), tối ưu cho hiệu suất nhanh. Truy vấn phân tích: Hỗ trợ ra quyết định bằng cách cung cấp thông tin chi tiết từ tập dữ liệu lớn, thường phức tạp hơn."
78,Làm thế nào để đảm bảo tính nhất quán dữ liệu trên các cơ sở dữ liệu phân tán?,"1. Sử dụng giao dịch phân tán: Áp dụng cam kết hai giai đoạn (2PC) để đảm bảo tất cả cơ sở dữ liệu tham gia commit đồng thời hoặc rollback nếu có lỗi. 2. Áp dụng tính nhất quán cuối cùng: Cho phép dữ liệu trở nên nhất quán theo thời gian nếu không yêu cầu tính nhất quán mạnh, phổ biến trong hệ thống ưu tiên tính sẵn sàng cao. 3. Cơ chế giải quyết xung đột: Sử dụng phiên bản, dấu thời gian hoặc quy tắc phát hiện xung đột. 4. Sao chép và đồng bộ dữ liệu: Sử dụng chiến lược sao chép đáng tin cậy để lan truyền thay đổi. 5. Kiểm tra và xác nhận định kỳ: Xác minh tính nhất quán dữ liệu và sửa lỗi khi cần."
79,Mục đích của toán tử PIVOT trong SQL là gì?,"Toán tử PIVOT chuyển đổi hàng thành cột, giúp dễ dàng tổng hợp hoặc sắp xếp lại dữ liệu cho báo cáo. Ví dụ: Chuyển đổi tập dữ liệu liệt kê doanh số hàng tháng thành định dạng hiển thị mỗi tháng dưới dạng cột riêng."
80,Bitmap Index là gì và nó khác với B-tree Index như thế nào?,"Bitmap Index: Biểu diễn dữ liệu bằng bitmap (mảng bit) để chỉ ra sự hiện diện hoặc vắng mặt của giá trị trong mỗi hàng, hiệu quả cho cột có tính đa dạng thấp (low-cardinality) như giới tính hoặc trường yes/no, hỗ trợ thao tác logic nhanh (AND, OR, NOT). B-tree Index: Sử dụng cấu trúc cây cân bằng để lưu trữ dữ liệu được sắp xếp, phù hợp cho cột có tính đa dạng cao (high-cardinality) như định danh duy nhất, hỗ trợ truy vấn khoảng hiệu quả. Khác biệt chính: Bitmap Index tốt cho dữ liệu ít đa dạng và điều kiện boolean phức tạp, B-tree Index tốt cho dữ liệu đa dạng và truy vấn khoảng."
81,Viết truy vấn để lấy thông tin nhân viên có lương cao hơn mức lương trung bình.,"Giải thích: Truy vấn này lấy thông tin nhân viên có lương vượt quá mức lương trung bình. Subquery tính lương trung bình, và truy vấn chính lọc các hàng dựa trên kết quả đó."
82,Viết truy vấn để tìm nhân viên gia nhập trong 30 ngày gần nhất.,Giải thích: Truy vấn này so sánh ngày gia nhập (JoiningDate) với ngày hiện tại trừ 30 ngày để lấy nhân viên gia nhập trong tháng vừa qua.
83,Viết truy vấn để lấy nhân viên có tên bắt đầu và kết thúc bằng ‘A’.,Giải thích: Truy vấn sử dụng LIKE với ký tự đại diện để lọc các hàng có cột Name bắt đầu và kết thúc bằng chữ 'A'.
84,Viết truy vấn để tìm nhân viên không có quản lý.,"Giải thích: Truy vấn chọn nhân viên có cột ManagerID là NULL, chỉ ra rằng họ không báo cáo cho quản lý nào."
85,Viết truy vấn để tìm nhân viên có lương cao hơn quản lý của họ.,"Giải thích: Truy vấn nối bảng Employee với chính nó để so sánh lương nhân viên với lương quản lý tương ứng, chọn những người có lương cao hơn."
